Temp A (K)	Temp B (K)	Re voltage (mV)	Im voltage (mV)	Current (mA)	Phase	Frequency (Hz)
Temp A (K)	Temp B (K)	Re voltage (mV)	Im voltage (mV)	Current (mA)	Phase	Frequency (Hz)
265.090000	261.990000	0.005238	0.000041	0.509647	86.710000	30230
265.070000	262.000000	0.005238	0.000041	0.509647	86.710000	30230
265.060000	261.980000	0.005238	0.000041	0.509647	86.710000	30230
265.030000	261.960000	0.005237	0.000041	0.509647	86.710000	30230
265.030000	261.950000	0.005237	0.000041	0.509647	86.710000	30230
265.020000	261.910000	0.005237	0.000041	0.509647	86.710000	30230
265.010000	261.950000	0.005237	0.000041	0.509647	86.710000	30230
264.990000	261.910000	0.005238	0.000041	0.509647	86.710000	30230
264.980000	261.890000	0.005238	0.000040	0.509647	86.710000	30230
264.970000	261.890000	0.005238	0.000040	0.509647	86.710000	30230
264.950000	261.860000	0.005238	0.000040	0.509647	86.710000	30230
264.940000	261.880000	0.005239	0.000041	0.509647	86.710000	30230
264.930000	261.860000	0.005239	0.000041	0.509647	86.710000	30230
264.910000	261.840000	0.005239	0.000041	0.509647	86.710000	30230
264.910000	261.800000	0.005239	0.000041	0.509647	86.710000	30230
264.890000	261.850000	0.005239	0.000041	0.509599	86.710000	30230
264.880000	261.790000	0.005239	0.000041	0.509599	86.710000	30230
264.870000	261.800000	0.005240	0.000041	0.509599	86.710000	30230
264.860000	261.770000	0.005240	0.000041	0.509599	86.710000	30230
264.840000	261.760000	0.005240	0.000041	0.509599	86.710000	30230
264.830000	261.760000	0.005240	0.000041	0.509599	86.710000	30230
264.810000	261.740000	0.005240	0.000041	0.509599	86.710000	30230
264.810000	261.730000	0.005240	0.000041	0.509599	86.710000	30230
264.790000	261.720000	0.005241	0.000041	0.509599	86.710000	30230
264.770000	261.720000	0.005241	0.000041	0.509599	86.710000	30230
264.770000	261.690000	0.005241	0.000041	0.509599	86.710000	30230
264.750000	261.690000	0.005241	0.000040	0.509599	86.710000	30230
264.740000	261.670000	0.005240	0.000040	0.509599	86.710000	30230
264.730000	261.640000	0.005240	0.000040	0.509599	86.710000	30230
264.730000	261.660000	0.005240	0.000040	0.509599	86.710000	30230
264.710000	261.630000	0.005240	0.000040	0.509599	86.710000	30230
264.700000	261.610000	0.005241	0.000040	0.509599	86.710000	30230
264.680000	261.600000	0.005241	0.000040	0.509599	86.710000	30230
264.670000	261.570000	0.005241	0.000040	0.509599	86.710000	30230
264.650000	261.600000	0.005241	0.000040	0.509599	86.710000	30230
264.640000	261.570000	0.005241	0.000040	0.509599	86.710000	30230
264.640000	261.550000	0.005241	0.000040	0.509599	86.710000	30230
264.620000	261.540000	0.005240	0.000040	0.509599	86.710000	30230
264.620000	261.530000	0.005240	0.000040	0.509599	86.710000	30230
264.600000	261.520000	0.005240	0.000041	0.509599	86.710000	30230
264.570000	261.500000	0.005240	0.000041	0.509599	86.710000	30230
264.570000	261.490000	0.005240	0.000041	0.509599	86.710000	30230
264.560000	261.480000	0.005240	0.000041	0.509599	86.710000	30230
264.550000	261.480000	0.005240	0.000041	0.509599	86.710000	30230
264.540000	261.460000	0.005240	0.000040	0.509599	86.710000	30230
264.530000	261.450000	0.005240	0.000040	0.509599	86.710000	30230
264.500000	261.440000	0.005240	0.000040	0.509599	86.710000	30230
264.510000	261.440000	0.005240	0.000040	0.509599	86.710000	30230
264.470000	261.410000	0.005240	0.000040	0.509599	86.710000	30230
264.480000	261.400000	0.005240	0.000040	0.509599	86.710000	30230
264.480000	261.390000	0.005240	0.000040	0.509599	86.710000	30230
264.450000	261.340000	0.005240	0.000040	0.509599	86.710000	30230
264.430000	261.380000	0.005240	0.000040	0.509599	86.710000	30230
264.440000	261.350000	0.005240	0.000040	0.509599	86.710000	30230
264.410000	261.340000	0.005240	0.000040	0.509599	86.710000	30230
264.400000	261.310000	0.005240	0.000040	0.509599	86.710000	30230
264.410000	261.320000	0.005239	0.000040	0.509599	86.710000	30230
264.380000	261.300000	0.005239	0.000040	0.509599	86.710000	30230
264.370000	261.290000	0.005239	0.000040	0.509599	86.710000	30230
264.350000	261.280000	0.005240	0.000040	0.509599	86.710000	30230
264.350000	261.240000	0.005240	0.000040	0.509599	86.710000	30230
264.350000	261.260000	0.005240	0.000039	0.509599	86.710000	30230
264.320000	261.240000	0.005240	0.000039	0.509599	86.710000	30230
264.310000	261.230000	0.005240	0.000039	0.509599	86.710000	30230
264.310000	261.220000	0.005240	0.000039	0.509599	86.710000	30230
264.300000	261.220000	0.005240	0.000039	0.509599	86.710000	30230
264.290000	261.190000	0.005240	0.000040	0.509599	86.710000	30230
264.270000	261.180000	0.005241	0.000040	0.509599	86.710000	30230
264.250000	261.170000	0.005241	0.000040	0.509599	86.710000	30230
264.250000	261.150000	0.005241	0.000040	0.509599	86.710000	30230
264.240000	261.150000	0.005241	0.000039	0.509599	86.710000	30230
264.230000	261.130000	0.005240	0.000039	0.509599	86.710000	30230
264.200000	261.110000	0.005240	0.000039	0.509599	86.710000	30230
264.200000	261.110000	0.005240	0.000040	0.509599	86.710000	30230
264.200000	261.090000	0.005240	0.000039	0.509599	86.710000	30230
264.180000	261.090000	0.005240	0.000039	0.509599	86.710000	30230
264.160000	261.080000	0.005240	0.000039	0.509599	86.710000	30230
264.160000	261.080000	0.005240	0.000039	0.509599	86.710000	30230
264.140000	261.050000	0.005240	0.000039	0.509599	86.710000	30230
264.120000	261.030000	0.005240	0.000039	0.509599	86.710000	30230
264.100000	261.010000	0.005239	0.000039	0.509599	86.710000	30230
264.110000	261.010000	0.005239	0.000039	0.509599	86.710000	30230
264.090000	261.010000	0.005239	0.000038	0.509599	86.710000	30230
264.090000	260.990000	0.005239	0.000039	0.509551	86.710000	30230
264.070000	260.960000	0.005238	0.000039	0.509551	86.710000	30230
264.070000	260.950000	0.005238	0.000039	0.509551	86.710000	30230
264.060000	260.950000	0.005238	0.000039	0.509551	86.710000	30230
264.040000	260.940000	0.005238	0.000040	0.509551	86.710000	30230
264.030000	260.930000	0.005238	0.000040	0.509551	86.710000	30230
264.020000	260.910000	0.005239	0.000040	0.509551	86.710000	30230
264.010000	260.900000	0.005239	0.000040	0.509551	86.710000	30230
264.000000	260.890000	0.005239	0.000040	0.509551	86.710000	30230
263.990000	260.890000	0.005240	0.000040	0.509551	86.710000	30230
263.970000	260.870000	0.005240	0.000041	0.509551	86.710000	30230
263.970000	260.850000	0.005241	0.000041	0.509551	86.710000	30230
263.950000	260.850000	0.005241	0.000041	0.509551	86.710000	30230
263.930000	260.830000	0.005241	0.000041	0.509551	86.710000	30230
263.920000	260.810000	0.005241	0.000040	0.509551	86.710000	30230
263.910000	260.800000	0.005241	0.000040	0.509551	86.710000	30230
263.890000	260.790000	0.005240	0.000040	0.509551	86.710000	30230
263.890000	260.790000	0.005240	0.000040	0.509551	86.710000	30230
263.870000	260.770000	0.005240	0.000040	0.509551	86.710000	30230
263.870000	260.750000	0.005239	0.000040	0.509551	86.710000	30230
263.860000	260.730000	0.005239	0.000039	0.509551	86.710000	30230
263.840000	260.730000	0.005239	0.000039	0.509551	86.710000	30230
263.830000	260.710000	0.005239	0.000039	0.509551	86.710000	30230
263.820000	260.710000	0.005238	0.000039	0.509551	86.710000	30230
263.800000	260.680000	0.005238	0.000039	0.509551	86.710000	30230
263.800000	260.670000	0.005238	0.000039	0.509551	86.710000	30230
263.780000	260.660000	0.005238	0.000038	0.509551	86.710000	30230
263.770000	260.660000	0.005238	0.000038	0.509551	86.710000	30230
263.750000	260.640000	0.005238	0.000038	0.509551	86.710000	30230
263.740000	260.630000	0.005238	0.000038	0.509551	86.710000	30230
263.740000	260.610000	0.005238	0.000038	0.509551	86.710000	30230
263.730000	260.600000	0.005238	0.000038	0.509551	86.710000	30230
263.720000	260.590000	0.005238	0.000038	0.509551	86.710000	30230
263.700000	260.570000	0.005238	0.000038	0.509551	86.710000	30230
263.690000	260.570000	0.005238	0.000038	0.509551	86.710000	30230
263.680000	260.570000	0.005238	0.000038	0.509551	86.710000	30230
263.660000	260.550000	0.005238	0.000038	0.509551	86.710000	30230
263.640000	260.530000	0.005238	0.000038	0.509551	86.710000	30230
263.630000	260.520000	0.005238	0.000038	0.509503	86.710000	30230
263.630000	260.510000	0.005239	0.000039	0.509503	86.710000	30230
263.620000	260.500000	0.005239	0.000039	0.509503	86.710000	30230
263.610000	260.480000	0.005240	0.000040	0.509503	86.710000	30230
263.600000	260.460000	0.005240	0.000040	0.509503	86.710000	30230
263.580000	260.460000	0.005240	0.000040	0.509503	86.710000	30230
263.570000	260.450000	0.005240	0.000039	0.509503	86.710000	30230
263.560000	260.430000	0.005240	0.000039	0.509503	86.710000	30230
263.540000	260.430000	0.005240	0.000039	0.509503	86.710000	30230
263.540000	260.410000	0.005240	0.000039	0.509503	86.710000	30230
263.530000	260.390000	0.005240	0.000039	0.509503	86.710000	30230
263.520000	260.390000	0.005241	0.000038	0.509503	86.710000	30230
263.500000	260.360000	0.005241	0.000038	0.509503	86.710000	30230
263.500000	260.370000	0.005241	0.000038	0.509503	86.710000	30230
263.480000	260.350000	0.005241	0.000038	0.509503	86.710000	30230
263.460000	260.330000	0.005241	0.000037	0.509503	86.710000	30230
263.450000	260.320000	0.005241	0.000037	0.509503	86.710000	30230
263.440000	260.300000	0.005241	0.000037	0.509503	86.710000	30230
263.420000	260.300000	0.005241	0.000037	0.509503	86.710000	30230
263.430000	260.280000	0.005241	0.000036	0.509503	86.710000	30230
263.400000	260.280000	0.005241	0.000036	0.509503	86.710000	30230
263.400000	260.260000	0.005241	0.000036	0.509503	86.710000	30230
263.390000	260.250000	0.005241	0.000036	0.509503	86.710000	30230
263.390000	260.230000	0.005241	0.000036	0.509503	86.710000	30230
263.350000	260.220000	0.005241	0.000036	0.509503	86.710000	30230
263.350000	260.210000	0.005241	0.000036	0.509503	86.710000	30230
263.330000	260.200000	0.005241	0.000036	0.509503	86.710000	30230
263.320000	260.180000	0.005241	0.000035	0.509503	86.710000	30230
263.310000	260.160000	0.005241	0.000035	0.509503	86.710000	30230
263.310000	260.170000	0.005241	0.000035	0.509503	86.710000	30230
263.300000	260.160000	0.005241	0.000035	0.509503	86.710000	30230
263.280000	260.130000	0.005241	0.000035	0.509503	86.710000	30230
263.260000	260.130000	0.005240	0.000035	0.509503	86.710000	30230
263.270000	260.110000	0.005240	0.000035	0.509503	86.710000	30230
263.250000	260.100000	0.005240	0.000035	0.509503	86.710000	30230
263.230000	260.090000	0.005240	0.000035	0.509503	86.710000	30230
263.220000	260.080000	0.005241	0.000036	0.509503	86.710000	30230
263.210000	260.060000	0.005241	0.000036	0.509503	86.710000	30230
263.210000	260.060000	0.005241	0.000036	0.509456	86.710000	30230
263.180000	260.040000	0.005241	0.000036	0.509456	86.710000	30230
263.190000	260.020000	0.005241	0.000036	0.509456	86.710000	30230
263.150000	260.010000	0.005241	0.000036	0.509456	86.710000	30230
263.160000	260.000000	0.005240	0.000036	0.509456	86.710000	30230
263.140000	260.000000	0.005240	0.000036	0.509456	86.710000	30230
263.120000	259.970000	0.005240	0.000036	0.509456	86.710000	30230
263.110000	259.970000	0.005240	0.000036	0.509456	86.710000	30230
263.100000	259.950000	0.005240	0.000036	0.509456	86.710000	30230
263.100000	259.950000	0.005239	0.000036	0.509456	86.710000	30230
263.100000	259.930000	0.005239	0.000037	0.509456	86.710000	30230
263.070000	259.920000	0.005239	0.000037	0.509456	86.710000	30230
263.070000	259.910000	0.005239	0.000037	0.509456	86.710000	30230
263.040000	259.890000	0.005239	0.000037	0.509456	86.710000	30230
263.030000	259.880000	0.005240	0.000036	0.509456	86.710000	30230
263.030000	259.870000	0.005240	0.000037	0.509456	86.710000	30230
263.020000	259.860000	0.005241	0.000038	0.509456	86.710000	30230
262.990000	259.840000	0.005241	0.000039	0.509456	86.710000	30230
262.990000	259.830000	0.005241	0.000039	0.509456	86.710000	30230
262.990000	259.820000	0.005241	0.000040	0.509456	86.710000	30230
262.980000	259.800000	0.005240	0.000040	0.509456	86.710000	30230
262.950000	259.800000	0.005239	0.000041	0.509456	86.710000	30230
262.950000	259.780000	0.005239	0.000041	0.509456	86.710000	30230
262.930000	259.790000	0.005238	0.000041	0.509456	86.710000	30230
262.930000	259.730000	0.005238	0.000041	0.509456	86.710000	30230
262.910000	259.750000	0.005237	0.000041	0.509456	86.710000	30230
262.890000	259.730000	0.005237	0.000041	0.509456	86.710000	30230
262.880000	259.730000	0.005237	0.000041	0.509456	86.710000	30230
262.880000	259.730000	0.005237	0.000041	0.509456	86.710000	30230
262.850000	259.680000	0.005237	0.000040	0.509456	86.710000	30230
262.830000	259.680000	0.005237	0.000040	0.509456	86.710000	30230
262.820000	259.660000	0.005238	0.000039	0.509456	86.710000	30230
262.830000	259.660000	0.005238	0.000039	0.509456	86.710000	30230
262.810000	259.650000	0.005239	0.000038	0.509456	86.710000	30230
262.790000	259.620000	0.005239	0.000038	0.509456	86.710000	30230
262.780000	259.620000	0.005240	0.000038	0.509456	86.710000	30230
262.760000	259.600000	0.005241	0.000038	0.509456	86.710000	30230
262.750000	259.610000	0.005241	0.000038	0.509456	86.710000	30230
262.750000	259.570000	0.005241	0.000037	0.509456	86.710000	30230
262.730000	259.580000	0.005241	0.000037	0.509456	86.710000	30230
262.720000	259.560000	0.005241	0.000037	0.509456	86.710000	30230
262.710000	259.550000	0.005241	0.000037	0.509456	86.710000	30230
262.700000	259.560000	0.005241	0.000037	0.509456	86.710000	30230
262.680000	259.510000	0.005240	0.000037	0.509456	86.710000	30230
262.660000	259.500000	0.005240	0.000036	0.509456	86.710000	30230
262.660000	259.500000	0.005240	0.000036	0.509456	86.710000	30230
262.630000	259.510000	0.005240	0.000036	0.509456	86.710000	30230
262.630000	259.440000	0.005239	0.000035	0.509456	86.710000	30230
262.630000	259.480000	0.005239	0.000035	0.509456	86.710000	30230
262.600000	259.440000	0.005239	0.000035	0.509456	86.710000	30230
262.580000	259.440000	0.005240	0.000035	0.509456	86.710000	30230
262.560000	259.480000	0.005240	0.000035	0.509456	86.710000	30230
262.570000	259.390000	0.005240	0.000035	0.509456	86.710000	30230
262.540000	259.400000	0.005240	0.000035	0.509456	86.710000	30230
262.520000	259.380000	0.005240	0.000034	0.509456	86.710000	30230
262.510000	259.370000	0.005241	0.000034	0.509456	86.710000	30230
262.500000	259.360000	0.005241	0.000034	0.509456	86.710000	30230
262.500000	259.350000	0.005241	0.000034	0.509408	86.710000	30230
262.480000	259.340000	0.005241	0.000034	0.509408	86.710000	30230
262.460000	259.320000	0.005241	0.000034	0.509408	86.710000	30230
262.440000	259.310000	0.005242	0.000034	0.509408	86.710000	30230
262.430000	259.300000	0.005242	0.000034	0.509408	86.710000	30230
262.420000	259.290000	0.005242	0.000034	0.509408	86.710000	30230
262.410000	259.270000	0.005243	0.000034	0.509408	86.710000	30230
262.390000	259.260000	0.005243	0.000034	0.509408	86.710000	30230
262.380000	259.240000	0.005243	0.000034	0.509408	86.710000	30230
262.380000	259.240000	0.005243	0.000034	0.509408	86.710000	30230
262.340000	259.220000	0.005243	0.000034	0.509408	86.710000	30230
262.330000	259.210000	0.005242	0.000034	0.509408	86.710000	30230
262.330000	259.200000	0.005242	0.000034	0.509408	86.710000	30230
262.320000	259.180000	0.005241	0.000034	0.509408	86.710000	30230
262.300000	259.180000	0.005241	0.000035	0.509408	86.710000	30230
262.270000	259.150000	0.005241	0.000035	0.509408	86.710000	30230
262.260000	259.160000	0.005241	0.000035	0.509408	86.710000	30230
262.260000	259.140000	0.005240	0.000035	0.509408	86.710000	30230
262.250000	259.120000	0.005240	0.000035	0.509408	86.710000	30230
262.240000	259.100000	0.005240	0.000035	0.509408	86.710000	30230
262.210000	259.090000	0.005239	0.000035	0.509408	86.710000	30230
262.200000	259.090000	0.005239	0.000034	0.509408	86.710000	30230
262.200000	259.080000	0.005239	0.000034	0.509408	86.710000	30230
262.200000	259.070000	0.005239	0.000034	0.509408	86.710000	30230
262.180000	259.060000	0.005239	0.000034	0.509408	86.710000	30230
262.170000	259.030000	0.005239	0.000034	0.509360	86.710000	30230
262.160000	259.030000	0.005239	0.000034	0.509360	86.710000	30230
262.130000	259.010000	0.005239	0.000034	0.509360	86.710000	30230
262.140000	259.000000	0.005239	0.000034	0.509360	86.710000	30230
262.100000	258.990000	0.005240	0.000034	0.509360	86.710000	30230
262.090000	258.970000	0.005240	0.000034	0.509360	86.710000	30230
262.070000	258.970000	0.005240	0.000034	0.509360	86.710000	30230
262.070000	258.950000	0.005240	0.000033	0.509360	86.710000	30230
262.050000	258.940000	0.005240	0.000033	0.509360	86.710000	30230
262.050000	258.930000	0.005240	0.000033	0.509360	86.710000	30230
262.030000	258.920000	0.005240	0.000033	0.509360	86.710000	30230
262.010000	258.900000	0.005240	0.000033	0.509360	86.710000	30230
262.000000	258.890000	0.005240	0.000033	0.509360	86.710000	30230
261.980000	258.860000	0.005240	0.000033	0.509360	86.710000	30230
261.980000	258.870000	0.005239	0.000033	0.509360	86.710000	30230
261.960000	258.850000	0.005239	0.000033	0.509360	86.710000	30230
261.960000	258.850000	0.005239	0.000033	0.509360	86.710000	30230
261.930000	258.830000	0.005239	0.000034	0.509360	86.710000	30230
261.920000	258.810000	0.005239	0.000034	0.509360	86.710000	30230
261.910000	258.800000	0.005239	0.000034	0.509360	86.710000	30230
261.890000	258.800000	0.005238	0.000034	0.509360	86.710000	30230
261.890000	258.780000	0.005238	0.000034	0.509360	86.710000	30230
261.870000	258.770000	0.005237	0.000034	0.509360	86.710000	30230
261.860000	258.750000	0.005237	0.000033	0.509360	86.710000	30230
261.840000	258.750000	0.005237	0.000033	0.509360	86.710000	30230
261.810000	258.720000	0.005237	0.000033	0.509360	86.710000	30230
261.800000	258.710000	0.005237	0.000033	0.509360	86.710000	30230
261.800000	258.710000	0.005238	0.000033	0.509360	86.710000	30230
261.790000	258.700000	0.005238	0.000033	0.509360	86.710000	30230
261.780000	258.690000	0.005238	0.000033	0.509360	86.710000	30230
261.750000	258.670000	0.005238	0.000032	0.509360	86.710000	30230
261.760000	258.650000	0.005238	0.000032	0.509360	86.710000	30230
261.740000	258.650000	0.005239	0.000032	0.509360	86.710000	30230
261.720000	258.610000	0.005239	0.000032	0.509360	86.710000	30230
261.710000	258.620000	0.005239	0.000032	0.509360	86.710000	30230
261.680000	258.610000	0.005238	0.000031	0.509360	86.710000	30230
261.680000	258.600000	0.005238	0.000030	0.509360	86.710000	30230
261.650000	258.590000	0.005238	0.000030	0.509360	86.710000	30230
261.650000	258.540000	0.005238	0.000030	0.509360	86.710000	30230
261.640000	258.560000	0.005238	0.000030	0.509360	86.710000	30230
261.630000	258.540000	0.005238	0.000030	0.509360	86.710000	30230
261.610000	258.530000	0.005238	0.000030	0.509360	86.710000	30230
261.590000	258.520000	0.005238	0.000030	0.509360	86.710000	30230
261.590000	258.500000	0.005239	0.000030	0.509360	86.710000	30230
261.550000	258.490000	0.005239	0.000030	0.509360	86.710000	30230
261.570000	258.490000	0.005239	0.000031	0.509360	86.710000	30230
261.530000	258.470000	0.005239	0.000031	0.509360	86.710000	30230
261.550000	258.450000	0.005239	0.000031	0.509360	86.710000	30230
261.530000	258.430000	0.005240	0.000031	0.509360	86.710000	30230
261.520000	258.430000	0.005240	0.000031	0.509360	86.710000	30230
261.500000	258.420000	0.005240	0.000031	0.509360	86.710000	30230
261.490000	258.390000	0.005240	0.000031	0.509313	86.710000	30230
261.470000	258.400000	0.005241	0.000031	0.509313	86.710000	30230
261.450000	258.380000	0.005241	0.000031	0.509313	86.710000	30230
261.430000	258.370000	0.005241	0.000030	0.509313	86.710000	30230
261.410000	258.360000	0.005241	0.000030	0.509313	86.710000	30230
261.410000	258.320000	0.005241	0.000031	0.509313	86.710000	30230
261.400000	258.350000	0.005240	0.000031	0.509313	86.710000	30230
261.390000	258.330000	0.005240	0.000031	0.509313	86.710000	30230
261.360000	258.320000	0.005239	0.000030	0.509313	86.710000	30230
261.360000	258.300000	0.005239	0.000030	0.509313	86.710000	30230
261.350000	258.270000	0.005239	0.000030	0.509313	86.710000	30230
261.340000	258.270000	0.005238	0.000029	0.509313	86.710000	30230
261.310000	258.270000	0.005237	0.000030	0.509313	86.710000	30230
261.300000	258.250000	0.005237	0.000030	0.509313	86.710000	30230
261.290000	258.240000	0.005237	0.000030	0.509313	86.710000	30230
261.280000	258.210000	0.005237	0.000030	0.509313	86.710000	30230
261.270000	258.220000	0.005238	0.000030	0.509265	86.710000	30230
261.260000	258.210000	0.005238	0.000030	0.509265	86.710000	30230
261.230000	258.190000	0.005238	0.000030	0.509265	86.710000	30230
261.230000	258.190000	0.005238	0.000030	0.509265	86.710000	30230
261.220000	258.160000	0.005238	0.000030	0.509265	86.710000	30230
261.200000	258.150000	0.005238	0.000030	0.509265	86.710000	30230
261.200000	258.140000	0.005238	0.000030	0.509265	86.710000	30230
261.170000	258.110000	0.005238	0.000030	0.509265	86.710000	30230
261.160000	258.130000	0.005238	0.000030	0.509313	86.710000	30230
261.150000	258.110000	0.005238	0.000029	0.509313	86.710000	30230
261.140000	258.100000	0.005238	0.000029	0.509313	86.710000	30230
261.130000	258.090000	0.005239	0.000029	0.509313	86.710000	30230
261.120000	258.020000	0.005239	0.000029	0.509313	86.710000	30230
261.100000	258.080000	0.005239	0.000029	0.509313	86.710000	30230
261.080000	258.060000	0.005239	0.000029	0.509313	86.710000	30230
261.070000	258.030000	0.005238	0.000029	0.509313	86.710000	30230
261.070000	258.030000	0.005238	0.000030	0.509313	86.710000	30230
261.050000	257.980000	0.005238	0.000030	0.509313	86.710000	30230
261.040000	258.000000	0.005238	0.000030	0.509265	86.710000	30230
261.050000	257.990000	0.005238	0.000030	0.509265	86.710000	30230
261.030000	257.970000	0.005238	0.000030	0.509265	86.710000	30230
261.010000	257.940000	0.005238	0.000030	0.509265	86.710000	30230
261.000000	257.910000	0.005238	0.000030	0.509265	86.710000	30230
260.980000	257.930000	0.005238	0.000029	0.509265	86.710000	30230
260.970000	257.930000	0.005238	0.000029	0.509265	86.710000	30230
260.970000	257.910000	0.005238	0.000029	0.509265	86.710000	30230
260.950000	257.870000	0.005238	0.000029	0.509265	86.710000	30230
260.950000	257.930000	0.005238	0.000029	0.509265	86.710000	30230
260.920000	257.870000	0.005238	0.000029	0.509265	86.710000	30230
260.910000	257.860000	0.005238	0.000030	0.509265	86.710000	30230
260.900000	257.860000	0.005237	0.000030	0.509265	86.710000	30230
260.890000	257.860000	0.005237	0.000029	0.509265	86.710000	30230
260.880000	257.830000	0.005237	0.000029	0.509265	86.710000	30230
260.860000	257.810000	0.005237	0.000029	0.509265	86.710000	30230
260.850000	257.810000	0.005237	0.000029	0.509265	86.710000	30230
260.850000	257.790000	0.005237	0.000029	0.509265	86.710000	30230
260.820000	257.810000	0.005237	0.000029	0.509265	86.710000	30230
260.820000	257.780000	0.005237	0.000028	0.509265	86.710000	30230
260.800000	257.760000	0.005237	0.000028	0.509265	86.710000	30230
260.780000	257.720000	0.005237	0.000028	0.509265	86.710000	30230
260.780000	257.750000	0.005237	0.000028	0.509265	86.710000	30230
260.760000	257.720000	0.005237	0.000028	0.509265	86.710000	30230
260.750000	257.720000	0.005237	0.000027	0.509265	86.710000	30230
260.740000	257.690000	0.005237	0.000027	0.509265	86.710000	30230
260.720000	257.650000	0.005237	0.000027	0.509265	86.710000	30230
260.730000	257.700000	0.005238	0.000028	0.509265	86.710000	30230
260.700000	257.660000	0.005238	0.000028	0.509265	86.710000	30230
260.680000	257.650000	0.005238	0.000028	0.509265	86.710000	30230
260.690000	257.600000	0.005238	0.000029	0.509265	86.710000	30230
260.670000	257.650000	0.005238	0.000029	0.509265	86.710000	30230
260.650000	257.610000	0.005239	0.000029	0.509265	86.710000	30230
260.650000	257.600000	0.005239	0.000029	0.509265	86.710000	30230
260.650000	257.580000	0.005239	0.000029	0.509217	86.710000	30230
260.620000	257.540000	0.005239	0.000029	0.509217	86.710000	30230
260.610000	257.580000	0.005239	0.000029	0.509217	86.710000	30230
260.590000	257.550000	0.005239	0.000028	0.509217	86.710000	30230
260.590000	257.530000	0.005238	0.000028	0.509217	86.710000	30230
260.580000	257.520000	0.005237	0.000028	0.509217	86.710000	30230
260.570000	257.480000	0.005237	0.000027	0.509217	86.710000	30230
260.550000	257.520000	0.005237	0.000027	0.509217	86.710000	30230
260.540000	257.500000	0.005237	0.000027	0.509217	86.710000	30230
260.520000	257.470000	0.005237	0.000027	0.509217	86.710000	30230
260.520000	257.450000	0.005237	0.000027	0.509217	86.710000	30230
260.510000	257.450000	0.005237	0.000026	0.509217	86.710000	30230
260.480000	257.440000	0.005237	0.000026	0.509217	86.710000	30230
260.480000	257.430000	0.005238	0.000026	0.509217	86.710000	30230
260.460000	257.410000	0.005238	0.000026	0.509217	86.710000	30230
260.450000	257.390000	0.005238	0.000026	0.509217	86.710000	30230
260.440000	257.390000	0.005238	0.000026	0.509217	86.710000	30230
260.410000	257.370000	0.005238	0.000026	0.509217	86.710000	30230
260.410000	257.370000	0.005238	0.000026	0.509217	86.710000	30230
260.410000	257.300000	0.005238	0.000026	0.509170	86.710000	30230
260.380000	257.360000	0.005238	0.000027	0.509170	86.710000	30230
260.380000	257.340000	0.005239	0.000027	0.509170	86.710000	30230
260.360000	257.320000	0.005239	0.000027	0.509170	86.710000	30230
260.360000	257.310000	0.005239	0.000027	0.509170	86.710000	30230
260.340000	257.240000	0.005239	0.000027	0.509170	86.710000	30230
260.330000	257.300000	0.005239	0.000027	0.509170	86.710000	30230
260.310000	257.270000	0.005239	0.000027	0.509170	86.710000	30230
260.300000	257.250000	0.005239	0.000027	0.509170	86.710000	30230
260.300000	257.270000	0.005239	0.000027	0.509170	86.710000	30230
260.280000	257.230000	0.005239	0.000027	0.509170	86.710000	30230
260.260000	257.220000	0.005239	0.000027	0.509170	86.710000	30230
260.260000	257.210000	0.005239	0.000027	0.509170	86.710000	30230
260.240000	257.190000	0.005239	0.000027	0.509170	86.710000	30230
260.230000	257.190000	0.005239	0.000027	0.509170	86.710000	30230
260.210000	257.170000	0.005239	0.000027	0.509170	86.710000	30230
260.200000	257.160000	0.005239	0.000027	0.509170	86.710000	30230
260.190000	257.150000	0.005239	0.000027	0.509170	86.710000	30230
260.200000	257.140000	0.005238	0.000027	0.509170	86.710000	30230
260.190000	257.120000	0.005238	0.000026	0.509170	86.710000	30230
260.150000	257.110000	0.005238	0.000026	0.509170	86.710000	30230
260.140000	257.090000	0.005238	0.000026	0.509170	86.710000	30230
260.130000	257.080000	0.005238	0.000026	0.509170	86.710000	30230
260.130000	257.060000	0.005238	0.000026	0.509170	86.710000	30230
260.110000	257.080000	0.005237	0.000026	0.509170	86.710000	30230
260.110000	257.050000	0.005238	0.000026	0.509170	86.710000	30230
260.080000	257.030000	0.005238	0.000026	0.509170	86.710000	30230
260.070000	257.030000	0.005238	0.000026	0.509170	86.710000	30230
260.060000	256.980000	0.005238	0.000026	0.509170	86.710000	30230
260.040000	257.010000	0.005238	0.000026	0.509170	86.710000	30230
260.050000	257.000000	0.005238	0.000027	0.509170	86.710000	30230
260.030000	256.970000	0.005237	0.000027	0.509170	86.710000	30230
260.020000	256.930000	0.005237	0.000027	0.509170	86.710000	30230
260.000000	256.930000	0.005237	0.000027	0.509170	86.710000	30230
259.980000	256.940000	0.005237	0.000027	0.509170	86.710000	30230
259.980000	256.930000	0.005236	0.000026	0.509170	86.710000	30230
259.960000	256.930000	0.005236	0.000026	0.509170	86.710000	30230
259.950000	256.910000	0.005237	0.000026	0.509170	86.710000	30230
259.950000	256.890000	0.005237	0.000026	0.509170	86.710000	30230
259.920000	256.880000	0.005237	0.000027	0.509170	86.710000	30230
259.910000	256.860000	0.005237	0.000027	0.509170	86.710000	30230
