Voltage (mV)	current (mA)	time elapsed sec)	temp A (K)	temp B (K)
-8.125328E+0	-8.000000E-1	29-Mar-19 4:13:49 PM	5.933000	5.691000
-8.081223E+0	-7.950000E-1	29-Mar-19 4:13:51 PM	5.996000	5.693000
-8.035678E+0	-7.900000E-1	29-Mar-19 4:13:53 PM	5.998000	5.694000
-7.991820E+0	-7.850000E-1	29-Mar-19 4:13:55 PM	6.001000	5.696000
-7.947651E+0	-7.800000E-1	29-Mar-19 4:13:57 PM	6.003000	5.698000
-7.903553E+0	-7.750000E-1	29-Mar-19 4:13:59 PM	6.005000	5.701000
-7.859188E+0	-7.700000E-1	29-Mar-19 4:14:01 PM	6.005000	5.647000
-7.815449E+0	-7.650000E-1	29-Mar-19 4:14:04 PM	6.063000	5.642000
-7.771634E+0	-7.600000E-1	29-Mar-19 4:14:06 PM	6.065000	5.640000
-7.727378E+0	-7.550000E-1	29-Mar-19 4:14:08 PM	6.067000	5.640000
-7.683899E+0	-7.500000E-1	29-Mar-19 4:14:10 PM	6.068000	5.636000
-7.639733E+0	-7.450000E-1	29-Mar-19 4:14:12 PM	6.069000	5.633000
-7.595574E+0	-7.400000E-1	29-Mar-19 4:14:14 PM	6.070000	5.463000
-7.552122E+0	-7.350000E-1	29-Mar-19 4:14:16 PM	6.082000	5.459000
-7.508754E+0	-7.300000E-1	29-Mar-19 4:14:18 PM	6.082000	5.457000
-7.464736E+0	-7.250000E-1	29-Mar-19 4:14:20 PM	6.082000	5.453000
-7.421223E+0	-7.200000E-1	29-Mar-19 4:14:22 PM	6.082000	5.449000
-7.377620E+0	-7.150000E-1	29-Mar-19 4:14:24 PM	6.083000	5.447000
-7.334465E+0	-7.100000E-1	29-Mar-19 4:14:26 PM	6.083000	5.444000
-7.291034E+0	-7.050000E-1	29-Mar-19 4:14:28 PM	6.052000	5.288000
-7.247934E+0	-7.000000E-1	29-Mar-19 4:14:30 PM	6.051000	5.286000
-7.204708E+0	-6.950000E-1	29-Mar-19 4:14:32 PM	6.051000	5.285000
-7.161110E+0	-6.900000E-1	29-Mar-19 4:14:34 PM	6.051000	5.282000
-7.117874E+0	-6.850000E-1	29-Mar-19 4:14:36 PM	6.050000	5.281000
-7.074598E+0	-6.800000E-1	29-Mar-19 4:14:38 PM	6.050000	5.280000
-7.031979E+0	-6.750000E-1	29-Mar-19 4:14:40 PM	6.050000	5.200000
-6.988429E+0	-6.700000E-1	29-Mar-19 4:14:42 PM	6.003000	5.205000
-6.945255E+0	-6.650000E-1	29-Mar-19 4:14:44 PM	6.003000	5.205000
-6.902249E+0	-6.600000E-1	29-Mar-19 4:14:46 PM	6.003000	5.205000
-6.860191E+0	-6.550000E-1	29-Mar-19 4:14:48 PM	6.002000	5.203000
-6.817522E+0	-6.500000E-1	29-Mar-19 4:14:50 PM	6.001000	5.203000
-6.775204E+0	-6.450000E-1	29-Mar-19 4:14:52 PM	6.000000	5.202000
-6.732112E+0	-6.400000E-1	29-Mar-19 4:14:54 PM	5.960000	5.198000
-6.689759E+0	-6.350000E-1	29-Mar-19 4:14:56 PM	5.959000	5.196000
-6.647342E+0	-6.300000E-1	29-Mar-19 4:14:58 PM	5.960000	5.201000
-6.605156E+0	-6.250000E-1	29-Mar-19 4:15:00 PM	5.958000	5.198000
-6.563077E+0	-6.200000E-1	29-Mar-19 4:15:02 PM	5.957000	5.196000
-6.520947E+0	-6.150000E-1	29-Mar-19 4:15:04 PM	5.956000	5.193000
-6.479034E+0	-6.100000E-1	29-Mar-19 4:15:06 PM	5.931000	5.193000
-6.437288E+0	-6.050000E-1	29-Mar-19 4:15:08 PM	5.931000	5.194000
-6.395578E+0	-6.000000E-1	29-Mar-19 4:15:10 PM	5.932000	5.196000
-6.353800E+0	-5.950000E-1	29-Mar-19 4:15:12 PM	5.930000	5.191000
-6.312444E+0	-5.900000E-1	29-Mar-19 4:15:14 PM	5.929000	5.190000
-6.270843E+0	-5.850000E-1	29-Mar-19 4:15:16 PM	5.930000	5.234000
-6.229592E+0	-5.800000E-1	29-Mar-19 4:15:18 PM	5.916000	5.238000
-6.188321E+0	-5.750000E-1	29-Mar-19 4:15:20 PM	5.916000	5.237000
-6.147349E+0	-5.700000E-1	29-Mar-19 4:15:22 PM	5.917000	5.239000
-6.106975E+0	-5.650000E-1	29-Mar-19 4:15:24 PM	5.915000	5.235000
-6.066445E+0	-5.600000E-1	29-Mar-19 4:15:26 PM	5.916000	5.240000
-6.025509E+0	-5.550000E-1	29-Mar-19 4:15:28 PM	5.916000	5.450000
-5.984920E+0	-5.500000E-1	29-Mar-19 4:15:30 PM	5.931000	5.453000
-5.944360E+0	-5.450000E-1	29-Mar-19 4:15:32 PM	5.931000	5.454000
-5.904025E+0	-5.400000E-1	29-Mar-19 4:15:34 PM	5.932000	5.456000
-5.864435E+0	-5.350000E-1	29-Mar-19 4:15:36 PM	5.933000	5.459000
-5.823454E+0	-5.300000E-1	29-Mar-19 4:15:38 PM	5.935000	5.460000
-5.784151E+0	-5.250000E-1	29-Mar-19 4:15:40 PM	5.933000	5.683000
-5.744285E+0	-5.200000E-1	29-Mar-19 4:15:42 PM	5.991000	5.682000
-5.704413E+0	-5.150000E-1	29-Mar-19 4:15:44 PM	5.991000	5.682000
-5.664623E+0	-5.100000E-1	29-Mar-19 4:15:46 PM	5.991000	5.682000
-5.624985E+0	-5.050000E-1	29-Mar-19 4:15:48 PM	5.992000	5.684000
-5.585740E+0	-5.000000E-1	29-Mar-19 4:15:50 PM	5.993000	5.686000
-5.546590E+0	-4.950000E-1	29-Mar-19 4:15:52 PM	5.993000	5.693000
-5.508364E+0	-4.900000E-1	29-Mar-19 4:15:54 PM	6.058000	5.693000
-5.469580E+0	-4.850000E-1	29-Mar-19 4:15:56 PM	6.057000	5.690000
-5.431335E+0	-4.800000E-1	29-Mar-19 4:15:58 PM	6.058000	5.691000
-5.393217E+0	-4.750000E-1	29-Mar-19 4:16:00 PM	6.060000	5.691000
-5.354329E+0	-4.700000E-1	29-Mar-19 4:16:02 PM	6.060000	5.690000
-5.316739E+0	-4.650000E-1	29-Mar-19 4:16:04 PM	6.059000	5.545000
-5.279191E+0	-4.600000E-1	29-Mar-19 4:16:07 PM	6.090000	5.544000
-5.241240E+0	-4.550000E-1	29-Mar-19 4:16:09 PM	6.090000	5.542000
-5.203686E+0	-4.500000E-1	29-Mar-19 4:16:11 PM	6.090000	5.541000
-5.166708E+0	-4.450000E-1	29-Mar-19 4:16:13 PM	6.091000	5.540000
-5.129812E+0	-4.400000E-1	29-Mar-19 4:16:15 PM	6.091000	5.539000
-5.092644E+0	-4.350000E-1	29-Mar-19 4:16:17 PM	6.091000	5.355000
-5.056140E+0	-4.300000E-1	29-Mar-19 4:16:19 PM	6.076000	5.354000
-5.019335E+0	-4.250000E-1	29-Mar-19 4:16:21 PM	6.075000	5.351000
-4.982588E+0	-4.200000E-1	29-Mar-19 4:16:23 PM	6.074000	5.348000
-4.945746E+0	-4.150000E-1	29-Mar-19 4:16:25 PM	6.072000	5.345000
-4.909288E+0	-4.100000E-1	29-Mar-19 4:16:27 PM	6.071000	5.342000
-4.873725E+0	-4.050000E-1	29-Mar-19 4:16:29 PM	6.070000	5.222000
-4.837880E+0	-4.000000E-1	29-Mar-19 4:16:31 PM	6.027000	5.224000
-4.802458E+0	-3.950000E-1	29-Mar-19 4:16:33 PM	6.027000	5.223000
-4.767202E+0	-3.900000E-1	29-Mar-19 4:16:35 PM	6.027000	5.222000
-4.732028E+0	-3.850000E-1	29-Mar-19 4:16:37 PM	6.026000	5.221000
-4.696914E+0	-3.800000E-1	29-Mar-19 4:16:39 PM	6.026000	5.220000
-4.661967E+0	-3.750000E-1	29-Mar-19 4:16:41 PM	6.024000	5.201000
-4.627288E+0	-3.700000E-1	29-Mar-19 4:16:43 PM	5.978000	5.199000
-4.592392E+0	-3.650000E-1	29-Mar-19 4:16:45 PM	5.978000	5.200000
-4.558041E+0	-3.600000E-1	29-Mar-19 4:16:47 PM	5.977000	5.198000
-4.524000E+0	-3.550000E-1	29-Mar-19 4:16:49 PM	5.977000	5.197000
-4.490240E+0	-3.500000E-1	29-Mar-19 4:16:51 PM	5.975000	5.198000
-4.456634E+0	-3.450000E-1	29-Mar-19 4:16:53 PM	5.976000	5.200000
-4.423018E+0	-3.400000E-1	29-Mar-19 4:16:55 PM	5.977000	5.200000
-4.389890E+0	-3.350000E-1	29-Mar-19 4:16:57 PM	5.976000	5.201000
-4.356390E+0	-3.300000E-1	29-Mar-19 4:16:59 PM	5.976000	5.199000
-4.322980E+0	-3.250000E-1	29-Mar-19 4:17:01 PM	5.975000	5.199000
-4.289844E+0	-3.200000E-1	29-Mar-19 4:17:03 PM	5.975000	5.200000
-4.256997E+0	-3.150000E-1	29-Mar-19 4:17:05 PM	5.975000	5.194000
-4.224681E+0	-3.100000E-1	29-Mar-19 4:17:07 PM	5.944000	5.197000
-4.191788E+0	-3.050000E-1	29-Mar-19 4:17:09 PM	5.943000	5.192000
-4.159654E+0	-3.000000E-1	29-Mar-19 4:17:11 PM	5.943000	5.194000
-4.127353E+0	-2.950000E-1	29-Mar-19 4:17:13 PM	5.943000	5.195000
-4.095217E+0	-2.900000E-1	29-Mar-19 4:17:15 PM	5.943000	5.193000
-4.063357E+0	-2.850000E-1	29-Mar-19 4:17:17 PM	5.943000	5.216000
-4.031432E+0	-2.800000E-1	29-Mar-19 4:17:19 PM	5.923000	5.218000
-3.999533E+0	-2.750000E-1	29-Mar-19 4:17:21 PM	5.923000	5.219000
-3.967319E+0	-2.700000E-1	29-Mar-19 4:17:23 PM	5.923000	5.221000
-3.935498E+0	-2.650000E-1	29-Mar-19 4:17:25 PM	5.923000	5.220000
-3.903949E+0	-2.600000E-1	29-Mar-19 4:17:27 PM	5.921000	5.220000
-3.872216E+0	-2.550000E-1	29-Mar-19 4:17:29 PM	5.920000	5.401000
-3.840195E+0	-2.500000E-1	29-Mar-19 4:17:31 PM	5.924000	5.405000
-3.808900E+0	-2.450000E-1	29-Mar-19 4:17:33 PM	5.924000	5.410000
-3.777320E+0	-2.400000E-1	29-Mar-19 4:17:35 PM	5.925000	5.414000
-3.745205E+0	-2.350000E-1	29-Mar-19 4:17:37 PM	5.927000	5.418000
-3.713447E+0	-2.300000E-1	29-Mar-19 4:17:39 PM	5.927000	5.423000
-3.680881E+0	-2.250000E-1	29-Mar-19 4:17:41 PM	5.928000	5.655000
-3.649313E+0	-2.200000E-1	29-Mar-19 4:17:43 PM	5.977000	5.656000
-3.617649E+0	-2.150000E-1	29-Mar-19 4:17:45 PM	5.978000	5.660000
-3.585080E+0	-2.100000E-1	29-Mar-19 4:17:47 PM	5.981000	5.665000
-3.552804E+0	-2.050000E-1	29-Mar-19 4:17:49 PM	5.983000	5.667000
-3.520745E+0	-2.000000E-1	29-Mar-19 4:17:51 PM	5.984000	5.669000
-3.488581E+0	-1.950000E-1	29-Mar-19 4:17:53 PM	5.986000	5.672000
-3.456130E+0	-1.900000E-1	29-Mar-19 4:17:55 PM	6.052000	5.703000
-3.423057E+0	-1.850000E-1	29-Mar-19 4:17:57 PM	6.054000	5.703000
-3.389840E+0	-1.800000E-1	29-Mar-19 4:17:59 PM	6.055000	5.699000
-3.357075E+0	-1.750000E-1	29-Mar-19 4:18:01 PM	6.056000	5.698000
-3.323666E+0	-1.700000E-1	29-Mar-19 4:18:03 PM	6.057000	5.697000
-3.289926E+0	-1.650000E-1	29-Mar-19 4:18:05 PM	6.059000	5.694000
-3.254980E+0	-1.600000E-1	29-Mar-19 4:18:08 PM	6.061000	5.553000
-3.220723E+0	-1.550000E-1	29-Mar-19 4:18:10 PM	6.091000	5.548000
-3.185325E+0	-1.500000E-1	29-Mar-19 4:18:12 PM	6.090000	5.545000
-3.149626E+0	-1.450000E-1	29-Mar-19 4:18:14 PM	6.091000	5.542000
-3.113271E+0	-1.400000E-1	29-Mar-19 4:18:16 PM	6.091000	5.539000
-3.075644E+0	-1.350000E-1	29-Mar-19 4:18:18 PM	6.090000	5.536000
-3.038773E+0	-1.300000E-1	29-Mar-19 4:18:20 PM	6.091000	5.353000
-2.999742E+0	-1.250000E-1	29-Mar-19 4:18:22 PM	6.074000	5.350000
