Voltage (mV)	current (mA)	time elapsed sec)	temp A (K)	temp B (K)
-8.129383E+0	-8.000000E-1	29-Mar-19 4:31:15 PM	7.964000	7.458000
-8.085191E+0	-7.950000E-1	29-Mar-19 4:31:17 PM	7.965000	7.460000
-8.040814E+0	-7.900000E-1	29-Mar-19 4:31:19 PM	7.965000	7.494000
-7.996535E+0	-7.850000E-1	29-Mar-19 4:31:21 PM	8.026000	7.490000
-7.952384E+0	-7.800000E-1	29-Mar-19 4:31:23 PM	8.029000	7.492000
-7.907680E+0	-7.750000E-1	29-Mar-19 4:31:25 PM	8.030000	7.492000
-7.863764E+0	-7.700000E-1	29-Mar-19 4:31:27 PM	8.031000	7.492000
-7.820235E+0	-7.650000E-1	29-Mar-19 4:31:29 PM	8.030000	7.487000
-7.776199E+0	-7.600000E-1	29-Mar-19 4:31:31 PM	8.030000	7.296000
-7.732443E+0	-7.550000E-1	29-Mar-19 4:31:33 PM	8.072000	7.294000
-7.687956E+0	-7.500000E-1	29-Mar-19 4:31:35 PM	8.072000	7.291000
-7.644366E+0	-7.450000E-1	29-Mar-19 4:31:37 PM	8.073000	7.289000
-7.600726E+0	-7.400000E-1	29-Mar-19 4:31:39 PM	8.071000	7.286000
-7.557197E+0	-7.350000E-1	29-Mar-19 4:31:41 PM	8.071000	7.283000
-7.513938E+0	-7.300000E-1	29-Mar-19 4:31:43 PM	8.073000	7.042000
-7.470369E+0	-7.250000E-1	29-Mar-19 4:31:45 PM	8.077000	7.043000
-7.426747E+0	-7.200000E-1	29-Mar-19 4:31:47 PM	8.076000	7.041000
-7.383445E+0	-7.150000E-1	29-Mar-19 4:31:49 PM	8.076000	7.041000
-7.340063E+0	-7.100000E-1	29-Mar-19 4:31:51 PM	8.077000	7.039000
-7.296616E+0	-7.050000E-1	29-Mar-19 4:31:53 PM	8.076000	7.036000
-7.253066E+0	-7.000000E-1	29-Mar-19 4:31:55 PM	8.077000	6.876000
-7.209776E+0	-6.950000E-1	29-Mar-19 4:31:57 PM	8.050000	6.875000
-7.166747E+0	-6.900000E-1	29-Mar-19 4:31:59 PM	8.050000	6.874000
-7.123355E+0	-6.850000E-1	29-Mar-19 4:32:01 PM	8.050000	6.873000
-7.080448E+0	-6.800000E-1	29-Mar-19 4:32:03 PM	8.050000	6.874000
-7.037305E+0	-6.750000E-1	29-Mar-19 4:32:05 PM	8.049000	6.871000
-6.994556E+0	-6.700000E-1	29-Mar-19 4:32:07 PM	8.049000	6.815000
-6.951747E+0	-6.650000E-1	29-Mar-19 4:32:09 PM	8.012000	6.818000
-6.909212E+0	-6.600000E-1	29-Mar-19 4:32:11 PM	8.011000	6.822000
-6.866326E+0	-6.550000E-1	29-Mar-19 4:32:13 PM	8.012000	6.822000
-6.823780E+0	-6.500000E-1	29-Mar-19 4:32:15 PM	8.011000	6.821000
-6.781173E+0	-6.450000E-1	29-Mar-19 4:32:17 PM	8.010000	6.812000
-6.738798E+0	-6.400000E-1	29-Mar-19 4:32:19 PM	8.010000	6.780000
-6.696641E+0	-6.350000E-1	29-Mar-19 4:32:21 PM	7.975000	6.776000
-6.654414E+0	-6.300000E-1	29-Mar-19 4:32:23 PM	7.975000	6.778000
-6.612317E+0	-6.250000E-1	29-Mar-19 4:32:25 PM	7.974000	6.776000
-6.570243E+0	-6.200000E-1	29-Mar-19 4:32:27 PM	7.975000	6.775000
-6.528940E+0	-6.150000E-1	29-Mar-19 4:32:29 PM	7.974000	6.771000
-6.486774E+0	-6.100000E-1	29-Mar-19 4:32:31 PM	7.974000	6.766000
-6.445402E+0	-6.050000E-1	29-Mar-19 4:32:33 PM	7.942000	6.766000
-6.404080E+0	-6.000000E-1	29-Mar-19 4:32:35 PM	7.942000	6.767000
-6.362733E+0	-5.950000E-1	29-Mar-19 4:32:37 PM	7.942000	6.766000
-6.321480E+0	-5.900000E-1	29-Mar-19 4:32:39 PM	7.941000	6.763000
-6.280390E+0	-5.850000E-1	29-Mar-19 4:32:41 PM	7.941000	6.764000
-6.239804E+0	-5.800000E-1	29-Mar-19 4:32:43 PM	7.940000	6.908000
-6.198413E+0	-5.750000E-1	29-Mar-19 4:32:45 PM	7.920000	6.905000
-6.157515E+0	-5.700000E-1	29-Mar-19 4:32:47 PM	7.919000	6.905000
-6.117009E+0	-5.650000E-1	29-Mar-19 4:32:49 PM	7.918000	6.894000
-6.076584E+0	-5.600000E-1	29-Mar-19 4:32:51 PM	7.919000	6.897000
-6.035476E+0	-5.550000E-1	29-Mar-19 4:32:53 PM	7.921000	6.900000
-5.995374E+0	-5.500000E-1	29-Mar-19 4:32:55 PM	7.920000	7.217000
-5.954751E+0	-5.450000E-1	29-Mar-19 4:32:57 PM	7.929000	7.214000
-5.914646E+0	-5.400000E-1	29-Mar-19 4:32:59 PM	7.926000	7.206000
-5.874396E+0	-5.350000E-1	29-Mar-19 4:33:01 PM	7.925000	7.205000
-5.834301E+0	-5.300000E-1	29-Mar-19 4:33:03 PM	7.929000	7.210000
