Voltage (mV)	current (mA)	time elapsed sec)	temp A (K)	temp B (K)
-8.633451E+0	-6.000000E+0	17-Mar-19 2:34:47 PM	5.101000	4.646000
-8.490101E+0	-5.900000E+0	17-Mar-19 2:34:50 PM	4.925000	4.614000
-8.347029E+0	-5.800000E+0	17-Mar-19 2:34:53 PM	4.945000	4.450000
-8.203173E+0	-5.700000E+0	17-Mar-19 2:34:55 PM	5.101000	4.796000
-8.060112E+0	-5.600000E+0	17-Mar-19 2:34:58 PM	4.925000	4.610000
-7.916292E+0	-5.500000E+0	17-Mar-19 2:35:01 PM	4.990000	4.450000
-7.772735E+0	-5.400000E+0	17-Mar-19 2:35:03 PM	5.099000	4.798000
-7.629874E+0	-5.300000E+0	17-Mar-19 2:35:06 PM	4.922000	4.601000
-7.486254E+0	-5.200000E+0	17-Mar-19 2:35:09 PM	4.992000	4.449000
-7.342282E+0	-5.100000E+0	17-Mar-19 2:35:11 PM	5.098000	4.802000
-7.199091E+0	-5.000000E+0	17-Mar-19 2:35:14 PM	4.915000	4.597000
-7.055209E+0	-4.900000E+0	17-Mar-19 2:35:17 PM	4.995000	4.450000
-6.912184E+0	-4.800000E+0	17-Mar-19 2:35:19 PM	5.098000	4.808000
-6.770528E+0	-4.700000E+0	17-Mar-19 2:35:22 PM	4.915000	4.472000
-6.627247E+0	-4.600000E+0	17-Mar-19 2:35:25 PM	4.998000	4.453000
-6.484534E+0	-4.500000E+0	17-Mar-19 2:35:27 PM	5.046000	4.814000
-6.342213E+0	-4.400000E+0	17-Mar-19 2:35:30 PM	4.916000	4.471000
-6.199790E+0	-4.300000E+0	17-Mar-19 2:35:33 PM	5.000000	4.454000
-6.057486E+0	-4.200000E+0	17-Mar-19 2:35:35 PM	5.043000	4.877000
-5.915687E+0	-4.100000E+0	17-Mar-19 2:35:38 PM	4.915000	4.470000
-5.773130E+0	-4.000000E+0	17-Mar-19 2:35:41 PM	5.060000	4.455000
-5.630363E+0	-3.900000E+0	17-Mar-19 2:35:43 PM	5.043000	4.877000
-5.488839E+0	-3.800000E+0	17-Mar-19 2:35:46 PM	4.915000	4.469000
-5.347177E+0	-3.700000E+0	17-Mar-19 2:35:49 PM	5.061000	4.539000
-5.205369E+0	-3.600000E+0	17-Mar-19 2:35:51 PM	5.040000	4.876000
-5.063892E+0	-3.500000E+0	17-Mar-19 2:35:54 PM	4.928000	4.468000
-4.922432E+0	-3.400000E+0	17-Mar-19 2:35:57 PM	5.062000	4.540000
-4.781365E+0	-3.300000E+0	17-Mar-19 2:35:59 PM	5.038000	4.875000
-4.641679E+0	-3.200000E+0	17-Mar-19 2:36:02 PM	4.929000	4.453000
-4.501368E+0	-3.100000E+0	17-Mar-19 2:36:05 PM	5.063000	4.542000
-4.361363E+0	-3.000000E+0	17-Mar-19 2:36:07 PM	4.963000	4.874000
-4.222037E+0	-2.900000E+0	17-Mar-19 2:36:10 PM	4.928000	4.451000
-4.083230E+0	-2.800000E+0	17-Mar-19 2:36:13 PM	5.063000	4.543000
-3.944180E+0	-2.700000E+0	17-Mar-19 2:36:15 PM	4.962000	4.739000
-3.805832E+0	-2.600000E+0	17-Mar-19 2:36:18 PM	4.929000	4.452000
-3.667788E+0	-2.500000E+0	17-Mar-19 2:36:20 PM	5.101000	4.546000
-3.531506E+0	-2.400000E+0	17-Mar-19 2:36:23 PM	4.919000	4.545000
-3.395277E+0	-2.300000E+0	17-Mar-19 2:36:26 PM	4.964000	4.453000
-3.260512E+0	-2.200000E+0	17-Mar-19 2:36:28 PM	5.090000	4.832000
-3.127314E+0	-2.100000E+0	17-Mar-19 2:36:31 PM	4.914000	4.534000
-2.994308E+0	-2.000000E+0	17-Mar-19 2:36:34 PM	5.017000	4.449000
-2.862230E+0	-1.900000E+0	17-Mar-19 2:36:36 PM	5.088000	4.835000
-2.731232E+0	-1.800000E+0	17-Mar-19 2:36:39 PM	4.915000	4.528000
-2.599293E+0	-1.700000E+0	17-Mar-19 2:36:42 PM	5.018000	4.468000
-2.466391E+0	-1.600000E+0	17-Mar-19 2:36:44 PM	5.087000	4.840000
-2.332728E+0	-1.500000E+0	17-Mar-19 2:36:47 PM	4.915000	4.520000
-2.197418E+0	-1.400000E+0	17-Mar-19 2:36:50 PM	5.019000	4.470000
-2.058053E+0	-1.300000E+0	17-Mar-19 2:36:52 PM	5.085000	4.842000
-1.913913E+0	-1.200000E+0	17-Mar-19 2:36:55 PM	4.919000	4.463000
-1.765867E+0	-1.100000E+0	17-Mar-19 2:36:58 PM	5.023000	4.475000
-1.614149E+0	-1.000000E+0	17-Mar-19 2:37:00 PM	5.018000	4.847000
-1.458212E+0	-9.000000E-1	17-Mar-19 2:37:03 PM	4.916000	4.456000
-1.299212E+0	-8.000000E-1	17-Mar-19 2:37:06 PM	5.023000	4.474000
-1.137749E+0	-7.000000E-1	17-Mar-19 2:37:08 PM	5.016000	4.858000
-9.753669E-1	-6.000000E-1	17-Mar-19 2:37:11 PM	4.918000	4.459000
-8.119544E-1	-5.000000E-1	17-Mar-19 2:37:14 PM	5.078000	4.479000
-6.478210E-1	-4.000000E-1	17-Mar-19 2:37:16 PM	5.016000	4.860000
-4.821850E-1	-3.000000E-1	17-Mar-19 2:37:19 PM	4.918000	4.458000
-3.171687E-1	-2.000000E-1	17-Mar-19 2:37:22 PM	5.079000	4.576000
-1.516823E-1	-1.000000E-1	17-Mar-19 2:37:24 PM	5.015000	4.860000
1.295101E-2	0.000000E+0	17-Mar-19 2:37:27 PM	4.938000	4.460000
1.777191E-1	1.000000E-1	17-Mar-19 2:37:30 PM	5.081000	4.579000
3.423755E-1	2.000000E-1	17-Mar-19 2:37:32 PM	5.015000	4.858000
