Voltage (mV)	current (mA)	time elapsed sec)	temp A (K)	temp B (K)
-9.900053E+0	-6.800000E+0	17-Mar-19 4:02:46 PM	15.001000	14.205000
-9.760671E+0	-6.700000E+0	17-Mar-19 4:02:48 PM	14.986000	14.051000
-9.634896E+0	-6.600000E+0	17-Mar-19 4:02:51 PM	15.016000	13.888000
-9.497366E+0	-6.500000E+0	17-Mar-19 4:02:54 PM	15.009000	14.196000
-9.360053E+0	-6.400000E+0	17-Mar-19 4:02:56 PM	14.999000	14.076000
-9.220323E+0	-6.300000E+0	17-Mar-19 4:02:59 PM	15.017000	13.872000
-9.075747E+0	-6.200000E+0	17-Mar-19 4:03:02 PM	15.010000	14.177000
-8.932033E+0	-6.100000E+0	17-Mar-19 4:03:04 PM	14.998000	13.815000
-8.786942E+0	-6.000000E+0	17-Mar-19 4:03:07 PM	15.020000	13.875000
-8.640583E+0	-5.900000E+0	17-Mar-19 4:03:10 PM	15.003000	14.162000
-8.494612E+0	-5.800000E+0	17-Mar-19 4:03:12 PM	14.998000	13.820000
-8.348863E+0	-5.700000E+0	17-Mar-19 4:03:15 PM	15.019000	13.863000
-8.202551E+0	-5.600000E+0	17-Mar-19 4:03:18 PM	15.005000	14.298000
-8.055539E+0	-5.500000E+0	17-Mar-19 4:03:20 PM	15.005000	13.847000
-7.908426E+0	-5.400000E+0	17-Mar-19 4:03:23 PM	15.029000	13.870000
-7.762015E+0	-5.300000E+0	17-Mar-19 4:03:26 PM	15.011000	14.298000
-7.614858E+0	-5.200000E+0	17-Mar-19 4:03:28 PM	15.007000	13.854000
-7.467708E+0	-5.100000E+0	17-Mar-19 4:03:31 PM	15.031000	13.919000
-7.321056E+0	-5.000000E+0	17-Mar-19 4:03:34 PM	15.012000	14.288000
-7.174548E+0	-4.900000E+0	17-Mar-19 4:03:36 PM	15.015000	13.858000
-7.028153E+0	-4.800000E+0	17-Mar-19 4:03:39 PM	15.030000	13.909000
-6.882200E+0	-4.700000E+0	17-Mar-19 4:03:42 PM	15.012000	14.278000
-6.735642E+0	-4.600000E+0	17-Mar-19 4:03:44 PM	15.014000	13.698000
-6.588853E+0	-4.500000E+0	17-Mar-19 4:03:47 PM	15.028000	13.900000
-6.442376E+0	-4.400000E+0	17-Mar-19 4:03:50 PM	14.999000	14.317000
-6.295620E+0	-4.300000E+0	17-Mar-19 4:03:52 PM	15.008000	13.679000
-6.149270E+0	-4.200000E+0	17-Mar-19 4:03:55 PM	15.020000	13.884000
-6.002607E+0	-4.100000E+0	17-Mar-19 4:03:57 PM	14.995000	14.316000
-5.855985E+0	-4.000000E+0	17-Mar-19 4:04:00 PM	15.007000	13.682000
