Voltage (mV)	current (mA)	time elapsed sec)	temp A (K)	temp B (K)
-8.748763E+0	-6.000000E+0	17-Mar-19 3:30:11 PM	13.004000	12.393000
-8.603838E+0	-5.900000E+0	17-Mar-19 3:30:13 PM	13.019000	11.589000
-8.458822E+0	-5.800000E+0	17-Mar-19 3:30:16 PM	13.049000	11.996000
-8.314149E+0	-5.700000E+0	17-Mar-19 3:30:19 PM	12.997000	12.381000
-8.168975E+0	-5.600000E+0	17-Mar-19 3:30:21 PM	13.029000	11.583000
-8.023702E+0	-5.500000E+0	17-Mar-19 3:30:24 PM	13.048000	12.001000
-7.877725E+0	-5.400000E+0	17-Mar-19 3:30:27 PM	13.001000	12.390000
-7.732217E+0	-5.300000E+0	17-Mar-19 3:30:29 PM	13.033000	11.675000
-7.587303E+0	-5.200000E+0	17-Mar-19 3:30:32 PM	13.050000	12.005000
-7.441903E+0	-5.100000E+0	17-Mar-19 3:30:35 PM	12.994000	12.386000
-7.296120E+0	-5.000000E+0	17-Mar-19 3:30:37 PM	13.035000	11.675000
-7.151110E+0	-4.900000E+0	17-Mar-19 3:30:40 PM	13.043000	11.990000
-7.006603E+0	-4.800000E+0	17-Mar-19 3:30:43 PM	12.978000	12.096000
-6.862025E+0	-4.700000E+0	17-Mar-19 3:30:45 PM	13.020000	11.661000
-6.717250E+0	-4.600000E+0	17-Mar-19 3:30:48 PM	13.025000	11.991000
-6.572503E+0	-4.500000E+0	17-Mar-19 3:30:51 PM	12.990000	11.729000
-6.427584E+0	-4.400000E+0	17-Mar-19 3:30:53 PM	13.032000	11.777000
-6.282919E+0	-4.300000E+0	17-Mar-19 3:30:56 PM	13.006000	12.345000
-6.138761E+0	-4.200000E+0	17-Mar-19 3:30:59 PM	12.991000	11.738000
-5.993975E+0	-4.100000E+0	17-Mar-19 3:31:01 PM	13.041000	11.781000
-5.848768E+0	-4.000000E+0	17-Mar-19 3:31:04 PM	13.007000	12.342000
-5.703492E+0	-3.900000E+0	17-Mar-19 3:31:07 PM	12.988000	11.724000
-5.559108E+0	-3.800000E+0	17-Mar-19 3:31:09 PM	13.034000	11.845000
-5.414822E+0	-3.700000E+0	17-Mar-19 3:31:12 PM	13.002000	12.337000
-5.270479E+0	-3.600000E+0	17-Mar-19 3:31:15 PM	13.004000	11.569000
-5.125907E+0	-3.500000E+0	17-Mar-19 3:31:17 PM	13.038000	11.854000
-4.981876E+0	-3.400000E+0	17-Mar-19 3:31:20 PM	12.985000	12.341000
-4.838086E+0	-3.300000E+0	17-Mar-19 3:31:23 PM	13.006000	11.563000
-4.693736E+0	-3.200000E+0	17-Mar-19 3:31:25 PM	13.033000	11.843000
-4.550075E+0	-3.100000E+0	17-Mar-19 3:31:28 PM	12.982000	12.357000
-4.405882E+0	-3.000000E+0	17-Mar-19 3:31:31 PM	13.001000	11.566000
-4.262126E+0	-2.900000E+0	17-Mar-19 3:31:33 PM	13.034000	11.978000
-4.117907E+0	-2.800000E+0	17-Mar-19 3:31:36 PM	12.983000	12.354000
