Voltage (mV)	current (mA)	time elapsed sec)	temp A (K)	temp B (K)
-8.579950E+0	-6.000000E+0	17-Mar-19 1:27:07 PM	3.035000	2.993000
-8.435567E+0	-5.900000E+0	17-Mar-19 1:27:10 PM	3.047000	2.886000
-8.289634E+0	-5.800000E+0	17-Mar-19 1:27:13 PM	3.218000	3.064000
-8.153529E+0	-5.700000E+0	17-Mar-19 1:27:15 PM	3.034000	2.995000
-8.010126E+0	-5.600000E+0	17-Mar-19 1:27:18 PM	3.044000	2.881000
-7.865763E+0	-5.500000E+0	17-Mar-19 1:27:20 PM	3.216000	3.061000
-7.721880E+0	-5.400000E+0	17-Mar-19 1:27:23 PM	2.999000	2.995000
-7.577459E+0	-5.300000E+0	17-Mar-19 1:27:26 PM	3.041000	2.881000
-7.433465E+0	-5.200000E+0	17-Mar-19 1:27:28 PM	3.216000	3.059000
-7.289620E+0	-5.100000E+0	17-Mar-19 1:27:31 PM	2.997000	2.905000
-7.146427E+0	-5.000000E+0	17-Mar-19 1:27:34 PM	3.037000	2.879000
-7.003637E+0	-4.900000E+0	17-Mar-19 1:27:36 PM	3.207000	3.056000
-6.860736E+0	-4.800000E+0	17-Mar-19 1:27:39 PM	2.996000	2.904000
-6.718781E+0	-4.700000E+0	17-Mar-19 1:27:42 PM	3.033000	2.877000
-6.577745E+0	-4.600000E+0	17-Mar-19 1:27:44 PM	3.205000	3.112000
-6.437491E+0	-4.500000E+0	17-Mar-19 1:27:47 PM	2.995000	2.904000
-6.295657E+0	-4.400000E+0	17-Mar-19 1:27:50 PM	3.097000	2.876000
-6.153782E+0	-4.300000E+0	17-Mar-19 1:27:52 PM	3.205000	3.111000
-6.011786E+0	-4.200000E+0	17-Mar-19 1:27:55 PM	2.994000	2.904000
-5.870267E+0	-4.100000E+0	17-Mar-19 1:27:58 PM	3.092000	2.903000
-5.728430E+0	-4.000000E+0	17-Mar-19 1:28:00 PM	3.205000	3.108000
