Voltage (mV)	current (mA)	time elapsed sec)	temp A (K)	temp B (K)
-8.618834E+0	-6.000000E+0	17-Mar-19 2:19:46 PM	4.092000	3.869000
-8.474877E+0	-5.900000E+0	17-Mar-19 2:19:49 PM	3.904000	3.585000
-8.331761E+0	-5.800000E+0	17-Mar-19 2:19:51 PM	3.988000	3.586000
-8.188807E+0	-5.700000E+0	17-Mar-19 2:19:54 PM	4.035000	3.893000
-8.045376E+0	-5.600000E+0	17-Mar-19 2:19:57 PM	3.907000	3.585000
-7.901479E+0	-5.500000E+0	17-Mar-19 2:19:59 PM	4.053000	3.590000
-7.757539E+0	-5.400000E+0	17-Mar-19 2:20:02 PM	4.032000	3.892000
-7.614340E+0	-5.300000E+0	17-Mar-19 2:20:05 PM	3.907000	3.584000
-7.470641E+0	-5.200000E+0	17-Mar-19 2:20:07 PM	4.057000	3.671000
-7.327416E+0	-5.100000E+0	17-Mar-19 2:20:10 PM	4.028000	3.889000
-7.184274E+0	-5.000000E+0	17-Mar-19 2:20:13 PM	3.917000	3.584000
-7.040767E+0	-4.900000E+0	17-Mar-19 2:20:15 PM	4.060000	3.678000
-6.897849E+0	-4.800000E+0	17-Mar-19 2:20:18 PM	4.026000	3.888000
-6.755683E+0	-4.700000E+0	17-Mar-19 2:20:21 PM	3.919000	3.580000
-6.612899E+0	-4.600000E+0	17-Mar-19 2:20:23 PM	4.064000	3.685000
-6.470905E+0	-4.500000E+0	17-Mar-19 2:20:26 PM	3.949000	3.886000
-6.328571E+0	-4.400000E+0	17-Mar-19 2:20:29 PM	3.919000	3.578000
-6.186037E+0	-4.300000E+0	17-Mar-19 2:20:31 PM	4.066000	3.690000
-6.043546E+0	-4.200000E+0	17-Mar-19 2:20:34 PM	3.948000	3.745000
-5.901468E+0	-4.100000E+0	17-Mar-19 2:20:37 PM	3.921000	3.578000
-5.759203E+0	-4.000000E+0	17-Mar-19 2:20:39 PM	4.102000	3.696000
-5.617234E+0	-3.900000E+0	17-Mar-19 2:20:42 PM	3.945000	3.739000
-5.475299E+0	-3.800000E+0	17-Mar-19 2:20:45 PM	3.922000	3.578000
-5.333321E+0	-3.700000E+0	17-Mar-19 2:20:47 PM	4.102000	3.815000
-5.191603E+0	-3.600000E+0	17-Mar-19 2:20:50 PM	3.944000	3.736000
-5.050604E+0	-3.500000E+0	17-Mar-19 2:20:53 PM	3.956000	3.578000
-4.909855E+0	-3.400000E+0	17-Mar-19 2:20:55 PM	4.104000	3.821000
-4.769239E+0	-3.300000E+0	17-Mar-19 2:20:58 PM	3.944000	3.733000
-4.628705E+0	-3.200000E+0	17-Mar-19 2:21:00 PM	3.958000	3.575000
-4.488252E+0	-3.100000E+0	17-Mar-19 2:21:03 PM	4.106000	3.827000
-4.348433E+0	-3.000000E+0	17-Mar-19 2:21:06 PM	3.917000	3.609000
-4.208970E+0	-2.900000E+0	17-Mar-19 2:21:08 PM	3.961000	3.576000
-4.069807E+0	-2.800000E+0	17-Mar-19 2:21:11 PM	4.081000	3.832000
-3.931232E+0	-2.700000E+0	17-Mar-19 2:21:14 PM	3.918000	3.607000
-3.792703E+0	-2.600000E+0	17-Mar-19 2:21:16 PM	3.965000	3.577000
-3.654861E+0	-2.500000E+0	17-Mar-19 2:21:19 PM	4.079000	3.912000
-3.518091E+0	-2.400000E+0	17-Mar-19 2:21:22 PM	3.918000	3.608000
-3.381719E+0	-2.300000E+0	17-Mar-19 2:21:24 PM	4.029000	3.578000
-3.247206E+0	-2.200000E+0	17-Mar-19 2:21:27 PM	4.076000	3.913000
-3.113920E+0	-2.100000E+0	17-Mar-19 2:21:30 PM	3.919000	3.606000
-2.981489E+0	-2.000000E+0	17-Mar-19 2:21:32 PM	4.034000	3.636000
-2.850985E+0	-1.900000E+0	17-Mar-19 2:21:35 PM	4.072000	3.913000
-2.722233E+0	-1.800000E+0	17-Mar-19 2:21:38 PM	3.921000	3.603000
-2.593270E+0	-1.700000E+0	17-Mar-19 2:21:40 PM	4.038000	3.641000
-2.464504E+0	-1.600000E+0	17-Mar-19 2:21:43 PM	4.069000	3.913000
-2.334689E+0	-1.500000E+0	17-Mar-19 2:21:46 PM	3.921000	3.585000
-2.202233E+0	-1.400000E+0	17-Mar-19 2:21:48 PM	4.041000	3.645000
-2.065529E+0	-1.300000E+0	17-Mar-19 2:21:51 PM	3.987000	3.912000
-1.923244E+0	-1.200000E+0	17-Mar-19 2:21:54 PM	3.921000	3.586000
-1.775373E+0	-1.100000E+0	17-Mar-19 2:21:56 PM	4.044000	3.648000
-1.622113E+0	-1.000000E+0	17-Mar-19 2:21:59 PM	3.982000	3.809000
-1.464831E+0	-9.000000E-1	17-Mar-19 2:22:02 PM	3.922000	3.585000
-1.303884E+0	-8.000000E-1	17-Mar-19 2:22:04 PM	4.097000	3.653000
-1.141820E+0	-7.000000E-1	17-Mar-19 2:22:07 PM	3.978000	3.800000
-9.779063E-1	-6.000000E-1	17-Mar-19 2:22:10 PM	3.923000	3.586000
-8.135200E-1	-5.000000E-1	17-Mar-19 2:22:12 PM	4.099000	3.777000
-6.481517E-1	-4.000000E-1	17-Mar-19 2:22:15 PM	3.973000	3.787000
-4.827897E-1	-3.000000E-1	17-Mar-19 2:22:18 PM	3.944000	3.587000
-3.178830E-1	-2.000000E-1	17-Mar-19 2:22:20 PM	4.101000	3.786000
-1.524073E-1	-1.000000E-1	17-Mar-19 2:22:23 PM	3.969000	3.778000
1.230811E-2	0.000000E+0	17-Mar-19 2:22:26 PM	4.002000	3.600000
1.769454E-1	1.000000E-1	17-Mar-19 2:22:28 PM	4.097000	3.889000
3.417028E-1	2.000000E-1	17-Mar-19 2:22:31 PM	3.917000	3.627000
5.066753E-1	3.000000E-1	17-Mar-19 2:22:34 PM	4.011000	3.606000
6.709670E-1	4.000000E-1	17-Mar-19 2:22:36 PM	4.095000	3.896000
8.352841E-1	5.000000E-1	17-Mar-19 2:22:39 PM	3.919000	3.593000
9.990092E-1	6.000000E-1	17-Mar-19 2:22:42 PM	4.017000	3.615000
1.162073E+0	7.000000E-1	17-Mar-19 2:22:44 PM	4.025000	3.903000
1.324216E+0	8.000000E-1	17-Mar-19 2:22:47 PM	3.919000	3.591000
1.485743E+0	9.000000E-1	17-Mar-19 2:22:50 PM	4.023000	3.622000
1.642803E+0	1.000000E+0	17-Mar-19 2:22:52 PM	4.018000	3.882000
1.795532E+0	1.100000E+0	17-Mar-19 2:22:55 PM	3.921000	3.590000
1.943480E+0	1.200000E+0	17-Mar-19 2:22:58 PM	4.086000	3.629000
2.084935E+0	1.300000E+0	17-Mar-19 2:23:00 PM	4.008000	3.868000
2.221335E+0	1.400000E+0	17-Mar-19 2:23:03 PM	3.920000	3.589000
2.353911E+0	1.500000E+0	17-Mar-19 2:23:06 PM	4.089000	3.735000
2.482659E+0	1.600000E+0	17-Mar-19 2:23:08 PM	4.001000	3.856000
2.610552E+0	1.700000E+0	17-Mar-19 2:23:11 PM	3.938000	3.589000
2.737432E+0	1.800000E+0	17-Mar-19 2:23:13 PM	4.093000	3.746000
2.865826E+0	1.900000E+0	17-Mar-19 2:23:16 PM	3.992000	3.837000
2.995471E+0	2.000000E+0	17-Mar-19 2:23:19 PM	3.939000	3.582000
3.125918E+0	2.100000E+0	17-Mar-19 2:23:21 PM	4.095000	3.756000
3.258866E+0	2.200000E+0	17-Mar-19 2:23:24 PM	3.928000	3.822000
3.392405E+0	2.300000E+0	17-Mar-19 2:23:27 PM	3.942000	3.581000
3.527345E+0	2.400000E+0	17-Mar-19 2:23:29 PM	4.098000	3.765000
