Voltage (mV)	current (mA)	time elapsed sec)	temp A (K)	temp B (K)
-8.696075E+0	-6.000000E+0	17-Mar-19 2:58:15 PM	8.994000	7.596000
-8.551696E+0	-5.900000E+0	17-Mar-19 2:58:18 PM	9.073000	7.959000
-8.408493E+0	-5.800000E+0	17-Mar-19 2:58:21 PM	8.918000	7.947000
-8.264758E+0	-5.700000E+0	17-Mar-19 2:58:23 PM	8.987000	7.571000
-8.121143E+0	-5.600000E+0	17-Mar-19 2:58:26 PM	9.058000	7.917000
-7.976510E+0	-5.500000E+0	17-Mar-19 2:58:29 PM	8.925000	8.018000
-7.832209E+0	-5.400000E+0	17-Mar-19 2:58:31 PM	8.985000	7.569000
-7.687849E+0	-5.300000E+0	17-Mar-19 2:58:34 PM	9.066000	8.165000
-7.544253E+0	-5.200000E+0	17-Mar-19 2:58:37 PM	8.930000	8.090000
-7.399902E+0	-5.100000E+0	17-Mar-19 2:58:39 PM	9.016000	7.558000
-7.256015E+0	-5.000000E+0	17-Mar-19 2:58:42 PM	9.068000	8.125000
-7.112619E+0	-4.900000E+0	17-Mar-19 2:58:45 PM	8.935000	8.158000
-6.969362E+0	-4.800000E+0	17-Mar-19 2:58:47 PM	9.013000	7.624000
-6.826108E+0	-4.700000E+0	17-Mar-19 2:58:50 PM	9.074000	8.088000
-6.683214E+0	-4.600000E+0	17-Mar-19 2:58:53 PM	8.924000	8.216000
-6.539597E+0	-4.500000E+0	17-Mar-19 2:58:55 PM	9.005000	7.607000
-6.396118E+0	-4.400000E+0	17-Mar-19 2:58:58 PM	9.071000	8.040000
-6.253181E+0	-4.300000E+0	17-Mar-19 2:59:00 PM	8.921000	7.860000
-6.110298E+0	-4.200000E+0	17-Mar-19 2:59:03 PM	8.999000	7.601000
-5.967045E+0	-4.100000E+0	17-Mar-19 2:59:06 PM	9.052000	7.998000
-5.824458E+0	-4.000000E+0	17-Mar-19 2:59:08 PM	8.925000	7.917000
-5.681129E+0	-3.900000E+0	17-Mar-19 2:59:11 PM	9.031000	7.650000
-5.538808E+0	-3.800000E+0	17-Mar-19 2:59:14 PM	9.011000	8.416000
-5.397001E+0	-3.700000E+0	17-Mar-19 2:59:16 PM	8.934000	7.618000
-5.254616E+0	-3.600000E+0	17-Mar-19 2:59:19 PM	9.059000	7.640000
-5.112106E+0	-3.500000E+0	17-Mar-19 2:59:22 PM	9.020000	8.402000
-4.970809E+0	-3.400000E+0	17-Mar-19 2:59:24 PM	8.928000	7.661000
-4.829162E+0	-3.300000E+0	17-Mar-19 2:59:27 PM	9.053000	7.707000
