Voltage (mV)	current (mA)	time elapsed sec)	temp A (K)	temp B (K)
-8.574573E+0	-6.000000E+0	17-Mar-19 1:42:56 PM	2.883000	2.784000
-8.431945E+0	-5.900000E+0	17-Mar-19 1:42:59 PM	2.984000	2.874000
-8.287847E+0	-5.800000E+0	17-Mar-19 1:43:01 PM	2.950000	2.978000
-8.145764E+0	-5.700000E+0	17-Mar-19 1:43:04 PM	2.889000	2.781000
-8.004770E+0	-5.600000E+0	17-Mar-19 1:43:07 PM	2.982000	2.870000
-7.860590E+0	-5.500000E+0	17-Mar-19 1:43:09 PM	2.903000	2.982000
-7.717067E+0	-5.400000E+0	17-Mar-19 1:43:12 PM	2.888000	2.783000
-7.572949E+0	-5.300000E+0	17-Mar-19 1:43:15 PM	2.980000	2.865000
-7.429361E+0	-5.200000E+0	17-Mar-19 1:43:17 PM	2.906000	2.892000
-7.286695E+0	-5.100000E+0	17-Mar-19 1:43:20 PM	2.888000	2.783000
-7.142755E+0	-5.000000E+0	17-Mar-19 1:43:23 PM	3.010000	2.860000
-7.000263E+0	-4.900000E+0	17-Mar-19 1:43:25 PM	2.908000	2.896000
-6.858335E+0	-4.800000E+0	17-Mar-19 1:43:28 PM	2.887000	2.783000
-6.715823E+0	-4.700000E+0	17-Mar-19 1:43:31 PM	3.008000	2.934000
-6.574044E+0	-4.600000E+0	17-Mar-19 1:43:33 PM	2.910000	2.899000
-6.432197E+0	-4.500000E+0	17-Mar-19 1:43:36 PM	2.900000	2.782000
-6.288937E+0	-4.400000E+0	17-Mar-19 1:43:38 PM	3.004000	2.931000
-6.147477E+0	-4.300000E+0	17-Mar-19 1:43:41 PM	2.910000	2.900000
-6.005872E+0	-4.200000E+0	17-Mar-19 1:43:44 PM	2.899000	2.777000
-5.863147E+0	-4.100000E+0	17-Mar-19 1:43:46 PM	3.001000	2.928000
-5.722234E+0	-4.000000E+0	17-Mar-19 1:43:49 PM	2.882000	2.807000
-5.579775E+0	-3.900000E+0	17-Mar-19 1:43:52 PM	2.896000	2.775000
-5.436866E+0	-3.800000E+0	17-Mar-19 1:43:54 PM	3.000000	2.925000
-5.296268E+0	-3.700000E+0	17-Mar-19 1:43:57 PM	2.881000	2.806000
-5.153271E+0	-3.600000E+0	17-Mar-19 1:44:00 PM	2.896000	2.775000
-5.011058E+0	-3.500000E+0	17-Mar-19 1:44:02 PM	3.001000	2.986000
-4.872386E+0	-3.400000E+0	17-Mar-19 1:44:05 PM	2.881000	2.806000
-4.730504E+0	-3.300000E+0	17-Mar-19 1:44:08 PM	2.928000	2.775000
-4.589916E+0	-3.200000E+0	17-Mar-19 1:44:10 PM	3.000000	2.985000
-4.449881E+0	-3.100000E+0	17-Mar-19 1:44:13 PM	2.881000	2.807000
-4.308148E+0	-3.000000E+0	17-Mar-19 1:44:16 PM	2.928000	2.793000
-4.167139E+0	-2.900000E+0	17-Mar-19 1:44:18 PM	3.000000	2.985000
-4.028462E+0	-2.800000E+0	17-Mar-19 1:44:21 PM	2.877000	2.806000
-3.887628E+0	-2.700000E+0	17-Mar-19 1:44:24 PM	2.927000	2.793000
-3.747789E+0	-2.600000E+0	17-Mar-19 1:44:26 PM	2.999000	2.985000
-3.610444E+0	-2.500000E+0	17-Mar-19 1:44:29 PM	2.875000	2.780000
-3.472117E+0	-2.400000E+0	17-Mar-19 1:44:32 PM	2.926000	2.791000
-3.336181E+0	-2.300000E+0	17-Mar-19 1:44:34 PM	2.905000	2.985000
-3.201785E+0	-2.200000E+0	17-Mar-19 1:44:37 PM	2.879000	2.777000
-3.067265E+0	-2.100000E+0	17-Mar-19 1:44:40 PM	2.966000	2.843000
-2.936112E+0	-2.000000E+0	17-Mar-19 1:44:42 PM	2.905000	2.896000
-2.807527E+0	-1.900000E+0	17-Mar-19 1:44:45 PM	2.880000	2.777000
-2.677361E+0	-1.800000E+0	17-Mar-19 1:44:48 PM	2.996000	2.845000
-2.548425E+0	-1.700000E+0	17-Mar-19 1:44:50 PM	2.904000	2.894000
-2.426530E+0	-1.600000E+0	17-Mar-19 1:44:53 PM	2.879000	2.776000
-2.296748E+0	-1.500000E+0	17-Mar-19 1:44:56 PM	2.997000	2.925000
-2.161736E+0	-1.400000E+0	17-Mar-19 1:44:58 PM	2.904000	2.894000
-2.017291E+0	-1.300000E+0	17-Mar-19 1:45:01 PM	2.894000	2.776000
-1.864549E+0	-1.200000E+0	17-Mar-19 1:45:04 PM	2.997000	2.926000
-1.708212E+0	-1.100000E+0	17-Mar-19 1:45:06 PM	2.903000	2.892000
-1.550879E+0	-1.000000E+0	17-Mar-19 1:45:09 PM	2.894000	2.772000
-1.390904E+0	-9.000000E-1	17-Mar-19 1:45:12 PM	2.997000	2.926000
-1.232545E+0	-8.000000E-1	17-Mar-19 1:45:14 PM	2.876000	2.799000
-1.073474E+0	-7.000000E-1	17-Mar-19 1:45:17 PM	2.893000	2.770000
-9.143121E-1	-6.000000E-1	17-Mar-19 1:45:20 PM	2.995000	2.926000
-7.569081E-1	-5.000000E-1	17-Mar-19 1:45:22 PM	2.875000	2.799000
-6.005640E-1	-4.000000E-1	17-Mar-19 1:45:25 PM	2.893000	2.770000
-4.447068E-1	-3.000000E-1	17-Mar-19 1:45:28 PM	2.994000	2.985000
-2.912945E-1	-2.000000E-1	17-Mar-19 1:45:30 PM	2.875000	2.798000
-1.384617E-1	-1.000000E-1	17-Mar-19 1:45:33 PM	2.928000	2.770000
1.298488E-2	0.000000E+0	17-Mar-19 1:45:36 PM	2.993000	2.986000
1.640163E-1	1.000000E-1	17-Mar-19 1:45:38 PM	2.874000	2.795000
3.168200E-1	2.000000E-1	17-Mar-19 1:45:41 PM	2.929000	2.796000
4.700728E-1	3.000000E-1	17-Mar-19 1:45:43 PM	2.992000	2.987000
6.243098E-1	4.000000E-1	17-Mar-19 1:45:46 PM	2.873000	2.777000
7.790168E-1	5.000000E-1	17-Mar-19 1:45:49 PM	2.930000	2.797000
9.361092E-1	6.000000E-1	17-Mar-19 1:45:51 PM	2.946000	2.988000
1.095002E+0	7.000000E-1	17-Mar-19 1:45:54 PM	2.874000	2.778000
1.252535E+0	8.000000E-1	17-Mar-19 1:45:57 PM	2.931000	2.798000
1.412143E+0	9.000000E-1	17-Mar-19 1:45:59 PM	2.943000	2.972000
1.573025E+0	1.000000E+0	17-Mar-19 1:46:02 PM	2.873000	2.776000
1.730036E+0	1.100000E+0	17-Mar-19 1:46:05 PM	2.973000	2.801000
1.885227E+0	1.200000E+0	17-Mar-19 1:46:07 PM	2.941000	2.969000
2.037856E+0	1.300000E+0	17-Mar-19 1:46:10 PM	2.874000	2.776000
2.182680E+0	1.400000E+0	17-Mar-19 1:46:13 PM	2.975000	2.866000
2.320114E+0	1.500000E+0	17-Mar-19 1:46:15 PM	2.938000	2.966000
2.449490E+0	1.600000E+0	17-Mar-19 1:46:18 PM	2.880000	2.777000
2.575887E+0	1.700000E+0	17-Mar-19 1:46:21 PM	2.975000	2.868000
2.701203E+0	1.800000E+0	17-Mar-19 1:46:23 PM	2.937000	2.964000
2.828628E+0	1.900000E+0	17-Mar-19 1:46:26 PM	2.880000	2.773000
2.955203E+0	2.000000E+0	17-Mar-19 1:46:29 PM	2.974000	2.867000
3.085644E+0	2.100000E+0	17-Mar-19 1:46:31 PM	2.890000	2.965000
3.220403E+0	2.200000E+0	17-Mar-19 1:46:34 PM	2.879000	2.773000
3.352994E+0	2.300000E+0	17-Mar-19 1:46:37 PM	2.974000	2.865000
3.488737E+0	2.400000E+0	17-Mar-19 1:46:39 PM	2.890000	2.871000
3.624217E+0	2.500000E+0	17-Mar-19 1:46:42 PM	2.879000	2.773000
3.759467E+0	2.600000E+0	17-Mar-19 1:46:45 PM	2.998000	2.940000
3.898592E+0	2.700000E+0	17-Mar-19 1:46:47 PM	2.891000	2.871000
4.036495E+0	2.800000E+0	17-Mar-19 1:46:50 PM	2.898000	2.772000
4.172139E+0	2.900000E+0	17-Mar-19 1:46:53 PM	2.997000	2.940000
