Voltage (mV)	current (mA)	time elapsed sec)	temp A (K)	temp B (K)
-1.556814E+1	-9.000000E-1	07-Apr-19 3:47:21 PM	2.930000	2.829000
-1.548685E+1	-8.950000E-1	07-Apr-19 3:47:23 PM	2.931000	2.828000
-1.540246E+1	-8.900000E-1	07-Apr-19 3:47:25 PM	2.932000	2.829000
-1.531796E+1	-8.850000E-1	07-Apr-19 3:47:27 PM	2.933000	2.828000
-1.523559E+1	-8.800000E-1	07-Apr-19 3:47:29 PM	2.933000	2.837000
-1.515038E+1	-8.750000E-1	07-Apr-19 3:47:32 PM	2.931000	2.835000
-1.506723E+1	-8.700000E-1	07-Apr-19 3:47:34 PM	2.931000	2.833000
-1.498352E+1	-8.650000E-1	07-Apr-19 3:47:36 PM	2.932000	2.832000
-1.489906E+1	-8.600000E-1	07-Apr-19 3:47:38 PM	2.932000	2.831000
-1.481598E+1	-8.550000E-1	07-Apr-19 3:47:40 PM	2.932000	2.830000
-1.473157E+1	-8.500000E-1	07-Apr-19 3:47:42 PM	2.934000	2.843000
-1.464601E+1	-8.450000E-1	07-Apr-19 3:47:44 PM	2.932000	2.841000
-1.456172E+1	-8.400000E-1	07-Apr-19 3:47:46 PM	2.932000	2.839000
-1.447859E+1	-8.350000E-1	07-Apr-19 3:47:48 PM	2.932000	2.836000
-1.439413E+1	-8.300000E-1	07-Apr-19 3:47:50 PM	2.931000	2.833000
-1.431013E+1	-8.250000E-1	07-Apr-19 3:47:52 PM	2.931000	2.831000
-1.422487E+1	-8.200000E-1	07-Apr-19 3:47:54 PM	2.932000	2.847000
-1.414251E+1	-8.150000E-1	07-Apr-19 3:47:56 PM	2.932000	2.845000
-1.405873E+1	-8.100000E-1	07-Apr-19 3:47:58 PM	2.932000	2.842000
-1.397335E+1	-8.050000E-1	07-Apr-19 3:48:00 PM	2.932000	2.840000
-1.388996E+1	-8.000000E-1	07-Apr-19 3:48:02 PM	2.931000	2.838000
-1.380917E+1	-7.950000E-1	07-Apr-19 3:48:04 PM	2.931000	2.834000
-1.372592E+1	-7.900000E-1	07-Apr-19 3:48:06 PM	2.931000	2.854000
-1.364228E+1	-7.850000E-1	07-Apr-19 3:48:08 PM	2.933000	2.849000
-1.355875E+1	-7.800000E-1	07-Apr-19 3:48:10 PM	2.932000	2.846000
-1.347546E+1	-7.750000E-1	07-Apr-19 3:48:12 PM	2.932000	2.843000
-1.339266E+1	-7.700000E-1	07-Apr-19 3:48:14 PM	2.931000	2.840000
-1.330763E+1	-7.650000E-1	07-Apr-19 3:48:16 PM	2.930000	2.838000
-1.322474E+1	-7.600000E-1	07-Apr-19 3:48:18 PM	2.930000	2.872000
-1.314182E+1	-7.550000E-1	07-Apr-19 3:48:20 PM	2.934000	2.860000
-1.305772E+1	-7.500000E-1	07-Apr-19 3:48:22 PM	2.933000	2.854000
-1.297365E+1	-7.450000E-1	07-Apr-19 3:48:24 PM	2.933000	2.849000
-1.289158E+1	-7.400000E-1	07-Apr-19 3:48:26 PM	2.933000	2.846000
-1.280848E+1	-7.350000E-1	07-Apr-19 3:48:28 PM	2.932000	2.844000
-1.272299E+1	-7.300000E-1	07-Apr-19 3:48:30 PM	2.932000	2.904000
-1.263975E+1	-7.250000E-1	07-Apr-19 3:48:32 PM	2.938000	2.888000
-1.255655E+1	-7.200000E-1	07-Apr-19 3:48:34 PM	2.936000	2.873000
-1.247351E+1	-7.150000E-1	07-Apr-19 3:48:36 PM	2.934000	2.861000
-1.239027E+1	-7.100000E-1	07-Apr-19 3:48:38 PM	2.932000	2.853000
-1.230648E+1	-7.050000E-1	07-Apr-19 3:48:40 PM	2.932000	2.848000
-1.222323E+1	-7.000000E-1	07-Apr-19 3:48:42 PM	2.930000	2.845000
-1.213938E+1	-6.950000E-1	07-Apr-19 3:48:44 PM	2.930000	2.842000
-1.205657E+1	-6.900000E-1	07-Apr-19 3:48:46 PM	2.930000	2.840000
-1.197354E+1	-6.850000E-1	07-Apr-19 3:48:48 PM	2.930000	2.838000
-1.188968E+1	-6.800000E-1	07-Apr-19 3:48:50 PM	2.930000	2.837000
-1.180711E+1	-6.750000E-1	07-Apr-19 3:48:52 PM	2.929000	2.833000
-1.172395E+1	-6.700000E-1	07-Apr-19 3:48:54 PM	2.929000	2.854000
-1.164121E+1	-6.650000E-1	07-Apr-19 3:48:56 PM	2.932000	2.849000
-1.155875E+1	-6.600000E-1	07-Apr-19 3:48:58 PM	2.930000	2.844000
-1.147562E+1	-6.550000E-1	07-Apr-19 3:49:00 PM	2.929000	2.841000
-1.139589E+1	-6.500000E-1	07-Apr-19 3:49:02 PM	2.929000	2.839000
-1.131252E+1	-6.450000E-1	07-Apr-19 3:49:04 PM	2.929000	2.837000
-1.122907E+1	-6.400000E-1	07-Apr-19 3:49:06 PM	2.928000	2.879000
-1.114724E+1	-6.350000E-1	07-Apr-19 3:49:08 PM	2.934000	2.867000
-1.106430E+1	-6.300000E-1	07-Apr-19 3:49:10 PM	2.933000	2.857000
-1.098243E+1	-6.250000E-1	07-Apr-19 3:49:12 PM	2.932000	2.851000
-1.089999E+1	-6.200000E-1	07-Apr-19 3:49:14 PM	2.931000	2.847000
