Voltage (mV)	current (mA)	time elapsed sec)	temp A (K)	temp B (K)
-1.560844E+1	-9.000000E-1	07-Apr-19 5:01:20 PM	16.514000	15.443000
-1.552668E+1	-8.950000E-1	07-Apr-19 5:01:22 PM	16.513000	15.445000
-1.544384E+1	-8.900000E-1	07-Apr-19 5:01:24 PM	16.515000	15.451000
-1.536013E+1	-8.850000E-1	07-Apr-19 5:01:26 PM	16.515000	15.451000
-1.527607E+1	-8.800000E-1	07-Apr-19 5:01:28 PM	16.516000	15.400000
-1.519197E+1	-8.750000E-1	07-Apr-19 5:01:30 PM	16.514000	15.407000
-1.510799E+1	-8.700000E-1	07-Apr-19 5:01:32 PM	16.516000	15.404000
-1.502377E+1	-8.650000E-1	07-Apr-19 5:01:34 PM	16.515000	15.410000
-1.493953E+1	-8.600000E-1	07-Apr-19 5:01:36 PM	16.515000	15.410000
-1.485395E+1	-8.550000E-1	07-Apr-19 5:01:38 PM	16.516000	15.410000
-1.476905E+1	-8.500000E-1	07-Apr-19 5:01:40 PM	16.513000	15.335000
-1.468262E+1	-8.450000E-1	07-Apr-19 5:01:42 PM	16.510000	15.336000
-1.459673E+1	-8.400000E-1	07-Apr-19 5:01:44 PM	16.508000	15.335000
-1.451041E+1	-8.350000E-1	07-Apr-19 5:01:46 PM	16.507000	15.331000
-1.442439E+1	-8.300000E-1	07-Apr-19 5:01:48 PM	16.506000	15.341000
-1.433870E+1	-8.250000E-1	07-Apr-19 5:01:50 PM	16.505000	15.341000
-1.425251E+1	-8.200000E-1	07-Apr-19 5:01:52 PM	16.507000	15.293000
-1.416710E+1	-8.150000E-1	07-Apr-19 5:01:54 PM	16.503000	15.291000
-1.408067E+1	-8.100000E-1	07-Apr-19 5:01:56 PM	16.502000	15.293000
-1.399482E+1	-8.050000E-1	07-Apr-19 5:01:58 PM	16.503000	15.296000
-1.390878E+1	-8.000000E-1	07-Apr-19 5:02:00 PM	16.503000	15.295000
-1.382564E+1	-7.950000E-1	07-Apr-19 5:02:02 PM	16.504000	15.303000
-1.374005E+1	-7.900000E-1	07-Apr-19 5:02:04 PM	16.505000	15.379000
