Voltage (mV)	current (mA)	time elapsed sec)	temp A (K)	temp B (K)
-8.919803E+0	-9.000000E-1	29-Mar-19 5:47:50 PM	15.010000	14.394000
-8.825351E+0	-8.900000E-1	29-Mar-19 5:47:52 PM	15.010000	14.393000
-8.731049E+0	-8.800000E-1	29-Mar-19 5:47:54 PM	15.012000	14.392000
-8.636640E+0	-8.700000E-1	29-Mar-19 5:47:56 PM	15.015000	14.393000
-8.542076E+0	-8.600000E-1	29-Mar-19 5:47:58 PM	15.017000	14.395000
-8.447506E+0	-8.500000E-1	29-Mar-19 5:48:00 PM	15.019000	14.355000
-8.353117E+0	-8.400000E-1	29-Mar-19 5:48:02 PM	15.031000	14.360000
-8.258268E+0	-8.300000E-1	29-Mar-19 5:48:04 PM	15.032000	14.363000
-8.164171E+0	-8.200000E-1	29-Mar-19 5:48:06 PM	15.025000	14.384000
-8.070002E+0	-8.100000E-1	29-Mar-19 5:48:08 PM	15.024000	14.382000
-7.974790E+0	-8.000000E-1	29-Mar-19 5:48:10 PM	15.025000	14.377000
-7.879976E+0	-7.900000E-1	29-Mar-19 5:48:12 PM	15.026000	14.374000
-7.786008E+0	-7.800000E-1	29-Mar-19 5:48:14 PM	15.033000	14.373000
-7.691852E+0	-7.700000E-1	29-Mar-19 5:48:16 PM	15.032000	14.372000
-7.598239E+0	-7.600000E-1	29-Mar-19 5:48:18 PM	15.030000	14.369000
-7.504573E+0	-7.500000E-1	29-Mar-19 5:48:20 PM	15.026000	14.366000
-7.411316E+0	-7.400000E-1	29-Mar-19 5:48:22 PM	15.023000	14.365000
-7.318187E+0	-7.300000E-1	29-Mar-19 5:48:24 PM	15.024000	14.256000
-7.224792E+0	-7.200000E-1	29-Mar-19 5:48:26 PM	15.034000	14.262000
-7.131007E+0	-7.100000E-1	29-Mar-19 5:48:28 PM	15.035000	14.268000
-7.037626E+0	-7.000000E-1	29-Mar-19 5:48:30 PM	15.035000	14.271000
-6.943671E+0	-6.900000E-1	29-Mar-19 5:48:32 PM	15.035000	14.281000
-6.850337E+0	-6.800000E-1	29-Mar-19 5:48:34 PM	15.038000	14.293000
-6.757028E+0	-6.700000E-1	29-Mar-19 5:48:36 PM	15.040000	14.155000
-6.663749E+0	-6.600000E-1	29-Mar-19 5:48:38 PM	15.048000	14.162000
-6.570200E+0	-6.500000E-1	29-Mar-19 5:48:41 PM	15.047000	14.164000
-6.477471E+0	-6.400000E-1	29-Mar-19 5:48:43 PM	15.048000	14.171000
-6.384582E+0	-6.300000E-1	29-Mar-19 5:48:45 PM	15.043000	14.163000
-6.292124E+0	-6.200000E-1	29-Mar-19 5:48:47 PM	15.038000	14.163000
-6.199641E+0	-6.100000E-1	29-Mar-19 5:48:49 PM	15.037000	14.034000
-6.107341E+0	-6.000000E-1	29-Mar-19 5:48:51 PM	15.046000	14.041000
-6.014703E+0	-5.900000E-1	29-Mar-19 5:48:53 PM	15.047000	14.046000
-5.922361E+0	-5.800000E-1	29-Mar-19 5:48:55 PM	15.048000	14.051000
-5.830242E+0	-5.700000E-1	29-Mar-19 5:48:57 PM	15.049000	14.055000
-5.738486E+0	-5.600000E-1	29-Mar-19 5:48:59 PM	15.051000	14.060000
-5.646585E+0	-5.500000E-1	29-Mar-19 5:49:01 PM	15.051000	13.957000
-5.554005E+0	-5.400000E-1	29-Mar-19 5:49:03 PM	15.053000	13.963000
-5.461838E+0	-5.300000E-1	29-Mar-19 5:49:05 PM	15.053000	13.957000
-5.369620E+0	-5.200000E-1	29-Mar-19 5:49:07 PM	15.052000	13.954000
-5.277560E+0	-5.100000E-1	29-Mar-19 5:49:09 PM	15.050000	13.954000
-5.185221E+0	-5.000000E-1	29-Mar-19 5:49:11 PM	15.049000	13.953000
-5.092815E+0	-4.900000E-1	29-Mar-19 5:49:13 PM	15.048000	13.894000
-5.001138E+0	-4.800000E-1	29-Mar-19 5:49:15 PM	15.046000	13.893000
-4.909721E+0	-4.700000E-1	29-Mar-19 5:49:17 PM	15.046000	13.896000
-4.818120E+0	-4.600000E-1	29-Mar-19 5:49:19 PM	15.046000	13.898000
-4.727044E+0	-4.500000E-1	29-Mar-19 5:49:21 PM	15.045000	13.895000
