Voltage (mV)	current (mA)	time elapsed sec)	temp A (K)	temp B (K)
-8.988200E+0	-9.000000E-1	29-Mar-19 5:33:50 PM	12.937000	11.766000
-8.942317E+0	-8.950000E-1	29-Mar-19 5:33:52 PM	12.937000	11.766000
-8.896156E+0	-8.900000E-1	29-Mar-19 5:33:54 PM	12.934000	12.175000
-8.850659E+0	-8.850000E-1	29-Mar-19 5:33:56 PM	12.935000	12.178000
-8.803952E+0	-8.800000E-1	29-Mar-19 5:33:58 PM	12.940000	12.184000
-8.757854E+0	-8.750000E-1	29-Mar-19 5:34:00 PM	12.940000	12.179000
-8.712101E+0	-8.700000E-1	29-Mar-19 5:34:02 PM	12.940000	12.173000
-8.666184E+0	-8.650000E-1	29-Mar-19 5:34:04 PM	12.939000	12.170000
-8.619898E+0	-8.600000E-1	29-Mar-19 5:34:06 PM	12.938000	12.320000
-8.574432E+0	-8.550000E-1	29-Mar-19 5:34:08 PM	12.949000	12.316000
-8.528458E+0	-8.500000E-1	29-Mar-19 5:34:10 PM	12.943000	12.305000
-8.482416E+0	-8.450000E-1	29-Mar-19 5:34:12 PM	12.925000	12.132000
-8.437216E+0	-8.400000E-1	29-Mar-19 5:34:14 PM	12.921000	12.128000
-8.391204E+0	-8.350000E-1	29-Mar-19 5:34:16 PM	12.922000	12.131000
-8.345165E+0	-8.300000E-1	29-Mar-19 5:34:18 PM	12.924000	12.307000
-8.299019E+0	-8.250000E-1	29-Mar-19 5:34:21 PM	12.938000	12.307000
-8.253732E+0	-8.200000E-1	29-Mar-19 5:34:23 PM	12.942000	12.316000
-8.208196E+0	-8.150000E-1	29-Mar-19 5:34:25 PM	12.945000	12.319000
-8.162438E+0	-8.100000E-1	29-Mar-19 5:34:27 PM	12.947000	12.320000
-8.116703E+0	-8.050000E-1	29-Mar-19 5:34:29 PM	12.951000	12.322000
-8.070962E+0	-8.000000E-1	29-Mar-19 5:34:31 PM	12.954000	12.264000
-8.025466E+0	-7.950000E-1	29-Mar-19 5:34:33 PM	12.978000	12.268000
-7.980093E+0	-7.900000E-1	29-Mar-19 5:34:35 PM	12.981000	12.272000
-7.934713E+0	-7.850000E-1	29-Mar-19 5:34:37 PM	12.982000	12.274000
-7.889031E+0	-7.800000E-1	29-Mar-19 5:34:39 PM	12.982000	12.276000
-7.843295E+0	-7.750000E-1	29-Mar-19 5:34:41 PM	12.985000	12.281000
-7.798325E+0	-7.700000E-1	29-Mar-19 5:34:43 PM	12.984000	12.102000
-7.752927E+0	-7.650000E-1	29-Mar-19 5:34:45 PM	13.003000	12.105000
-7.708032E+0	-7.600000E-1	29-Mar-19 5:34:47 PM	13.003000	12.108000
-7.662875E+0	-7.550000E-1	29-Mar-19 5:34:49 PM	13.003000	12.106000
-7.617191E+0	-7.500000E-1	29-Mar-19 5:34:51 PM	13.002000	12.105000
-7.571801E+0	-7.450000E-1	29-Mar-19 5:34:53 PM	13.000000	12.104000
-7.526768E+0	-7.400000E-1	29-Mar-19 5:34:55 PM	13.001000	11.936000
-7.481927E+0	-7.350000E-1	29-Mar-19 5:34:57 PM	13.013000	11.939000
-7.437252E+0	-7.300000E-1	29-Mar-19 5:34:59 PM	13.014000	11.938000
-7.391611E+0	-7.250000E-1	29-Mar-19 5:35:01 PM	13.014000	11.940000
-7.346908E+0	-7.200000E-1	29-Mar-19 5:35:03 PM	13.015000	11.942000
-7.302762E+0	-7.150000E-1	29-Mar-19 5:35:05 PM	13.018000	11.949000
-7.257443E+0	-7.100000E-1	29-Mar-19 5:35:07 PM	13.020000	11.817000
-7.212590E+0	-7.050000E-1	29-Mar-19 5:35:09 PM	13.023000	11.826000
-7.167847E+0	-7.000000E-1	29-Mar-19 5:35:11 PM	13.022000	11.822000
-7.123066E+0	-6.950000E-1	29-Mar-19 5:35:13 PM	13.023000	11.827000
-7.078554E+0	-6.900000E-1	29-Mar-19 5:35:15 PM	13.025000	11.825000
-7.033858E+0	-6.850000E-1	29-Mar-19 5:35:17 PM	13.022000	11.818000
-6.989141E+0	-6.800000E-1	29-Mar-19 5:35:19 PM	13.021000	11.739000
-6.944110E+0	-6.750000E-1	29-Mar-19 5:35:21 PM	13.013000	11.733000
-6.899559E+0	-6.700000E-1	29-Mar-19 5:35:23 PM	13.011000	11.738000
-6.855664E+0	-6.650000E-1	29-Mar-19 5:35:25 PM	13.013000	11.742000
-6.811483E+0	-6.600000E-1	29-Mar-19 5:35:27 PM	13.014000	11.740000
-6.767819E+0	-6.550000E-1	29-Mar-19 5:35:29 PM	13.014000	11.744000
-6.722745E+0	-6.500000E-1	29-Mar-19 5:35:31 PM	13.015000	11.616000
-6.678350E+0	-6.450000E-1	29-Mar-19 5:35:33 PM	13.007000	11.624000
-6.634413E+0	-6.400000E-1	29-Mar-19 5:35:35 PM	13.009000	11.628000
-6.590900E+0	-6.350000E-1	29-Mar-19 5:35:37 PM	13.010000	11.631000
-6.546470E+0	-6.300000E-1	29-Mar-19 5:35:39 PM	13.009000	11.634000
-6.502079E+0	-6.250000E-1	29-Mar-19 5:35:41 PM	13.012000	11.637000
-6.457228E+0	-6.200000E-1	29-Mar-19 5:35:43 PM	13.012000	11.531000
-6.413223E+0	-6.150000E-1	29-Mar-19 5:35:45 PM	12.999000	11.531000
-6.369391E+0	-6.100000E-1	29-Mar-19 5:35:47 PM	13.001000	11.543000
-6.325639E+0	-6.050000E-1	29-Mar-19 5:35:49 PM	13.003000	11.540000
