Voltage (mV)	current (mA)	time elapsed sec)	temp A (K)	temp B (K)
-9.003883E+0	-9.000000E-1	29-Mar-19 5:13:20 PM	11.971000	10.919000
-8.958362E+0	-8.950000E-1	29-Mar-19 5:13:22 PM	11.969000	10.905000
-8.913029E+0	-8.900000E-1	29-Mar-19 5:13:24 PM	11.969000	10.896000
-8.867849E+0	-8.850000E-1	29-Mar-19 5:13:26 PM	11.969000	10.883000
-8.822050E+0	-8.800000E-1	29-Mar-19 5:13:28 PM	11.969000	10.875000
-8.776539E+0	-8.750000E-1	29-Mar-19 5:13:30 PM	11.969000	11.297000
-8.730612E+0	-8.700000E-1	29-Mar-19 5:13:32 PM	11.971000	11.291000
-8.685858E+0	-8.650000E-1	29-Mar-19 5:13:34 PM	11.972000	11.287000
-8.640210E+0	-8.600000E-1	29-Mar-19 5:13:36 PM	11.972000	11.284000
-8.594421E+0	-8.550000E-1	29-Mar-19 5:13:38 PM	11.972000	11.277000
-8.548924E+0	-8.500000E-1	29-Mar-19 5:13:40 PM	11.973000	11.274000
-8.503282E+0	-8.450000E-1	29-Mar-19 5:13:42 PM	11.973000	11.405000
-8.457848E+0	-8.400000E-1	29-Mar-19 5:13:44 PM	11.993000	11.402000
-8.412089E+0	-8.350000E-1	29-Mar-19 5:13:46 PM	11.988000	11.394000
-8.367002E+0	-8.300000E-1	29-Mar-19 5:13:48 PM	11.986000	11.391000
-8.321727E+0	-8.250000E-1	29-Mar-19 5:13:50 PM	11.984000	11.390000
-8.276480E+0	-8.200000E-1	29-Mar-19 5:13:52 PM	11.984000	11.388000
-8.231099E+0	-8.150000E-1	29-Mar-19 5:13:54 PM	11.982000	11.279000
-8.186119E+0	-8.100000E-1	29-Mar-19 5:13:56 PM	12.010000	11.285000
-8.140835E+0	-8.050000E-1	29-Mar-19 5:13:58 PM	12.012000	11.294000
-8.095308E+0	-8.000000E-1	29-Mar-19 5:14:00 PM	12.013000	11.296000
-8.050104E+0	-7.950000E-1	29-Mar-19 5:14:02 PM	12.014000	11.302000
-8.005138E+0	-7.900000E-1	29-Mar-19 5:14:04 PM	12.014000	11.306000
-7.959501E+0	-7.850000E-1	29-Mar-19 5:14:06 PM	12.014000	11.128000
-7.914743E+0	-7.800000E-1	29-Mar-19 5:14:08 PM	12.038000	11.130000
-7.869850E+0	-7.750000E-1	29-Mar-19 5:14:10 PM	12.038000	11.132000
-7.825230E+0	-7.700000E-1	29-Mar-19 5:14:12 PM	12.037000	11.136000
-7.780684E+0	-7.650000E-1	29-Mar-19 5:14:14 PM	12.038000	11.136000
-7.735583E+0	-7.600000E-1	29-Mar-19 5:14:16 PM	12.037000	11.136000
-7.691040E+0	-7.550000E-1	29-Mar-19 5:14:18 PM	12.036000	10.951000
-7.646170E+0	-7.500000E-1	29-Mar-19 5:14:20 PM	12.044000	10.950000
-7.601457E+0	-7.450000E-1	29-Mar-19 5:14:22 PM	12.044000	10.948000
-7.557407E+0	-7.400000E-1	29-Mar-19 5:14:24 PM	12.043000	10.954000
-7.512891E+0	-7.350000E-1	29-Mar-19 5:14:26 PM	12.044000	10.960000
-7.468796E+0	-7.300000E-1	29-Mar-19 5:14:28 PM	12.045000	10.962000
-7.424735E+0	-7.250000E-1	29-Mar-19 5:14:30 PM	12.046000	10.815000
-7.380521E+0	-7.200000E-1	29-Mar-19 5:14:32 PM	12.045000	10.813000
-7.336060E+0	-7.150000E-1	29-Mar-19 5:14:34 PM	12.045000	10.816000
-7.292072E+0	-7.100000E-1	29-Mar-19 5:14:36 PM	12.043000	10.810000
-7.248306E+0	-7.050000E-1	29-Mar-19 5:14:38 PM	12.042000	10.810000
-7.204204E+0	-7.000000E-1	29-Mar-19 5:14:40 PM	12.041000	10.813000
-7.160112E+0	-6.950000E-1	29-Mar-19 5:14:42 PM	12.039000	10.704000
-7.115901E+0	-6.900000E-1	29-Mar-19 5:14:45 PM	12.028000	10.706000
-7.071569E+0	-6.850000E-1	29-Mar-19 5:14:47 PM	12.029000	10.709000
-7.028074E+0	-6.800000E-1	29-Mar-19 5:14:49 PM	12.029000	10.709000
-6.984238E+0	-6.750000E-1	29-Mar-19 5:14:51 PM	12.030000	10.710000
-6.940281E+0	-6.700000E-1	29-Mar-19 5:14:53 PM	12.029000	10.711000
-6.897082E+0	-6.650000E-1	29-Mar-19 5:14:55 PM	12.027000	10.548000
-6.852907E+0	-6.600000E-1	29-Mar-19 5:14:57 PM	12.008000	10.552000
-6.809363E+0	-6.550000E-1	29-Mar-19 5:14:59 PM	12.006000	10.542000
-6.765611E+0	-6.500000E-1	29-Mar-19 5:15:01 PM	12.003000	10.538000
-6.721646E+0	-6.450000E-1	29-Mar-19 5:15:03 PM	12.001000	10.539000
-6.678338E+0	-6.400000E-1	29-Mar-19 5:15:05 PM	12.003000	10.549000
-6.634558E+0	-6.350000E-1	29-Mar-19 5:15:07 PM	12.003000	10.459000
-6.591368E+0	-6.300000E-1	29-Mar-19 5:15:09 PM	11.985000	10.455000
-6.548080E+0	-6.250000E-1	29-Mar-19 5:15:11 PM	11.987000	10.469000
-6.504836E+0	-6.200000E-1	29-Mar-19 5:15:13 PM	11.990000	10.467000
-6.461962E+0	-6.150000E-1	29-Mar-19 5:15:15 PM	11.993000	10.472000
-6.418916E+0	-6.100000E-1	29-Mar-19 5:15:17 PM	11.993000	10.466000
-6.375906E+0	-6.050000E-1	29-Mar-19 5:15:19 PM	11.991000	10.687000
-6.333161E+0	-6.000000E-1	29-Mar-19 5:15:21 PM	11.967000	10.689000
-6.289998E+0	-5.950000E-1	29-Mar-19 5:15:23 PM	11.967000	10.689000
-6.247764E+0	-5.900000E-1	29-Mar-19 5:15:25 PM	11.967000	10.697000
-6.204626E+0	-5.850000E-1	29-Mar-19 5:15:27 PM	11.966000	10.691000
-6.161482E+0	-5.800000E-1	29-Mar-19 5:15:29 PM	11.967000	10.697000
-6.119250E+0	-5.750000E-1	29-Mar-19 5:15:31 PM	11.968000	11.131000
-6.076649E+0	-5.700000E-1	29-Mar-19 5:15:33 PM	11.960000	11.129000
-6.034692E+0	-5.650000E-1	29-Mar-19 5:15:35 PM	11.960000	11.126000
-5.992481E+0	-5.600000E-1	29-Mar-19 5:15:37 PM	11.960000	11.132000
-5.949956E+0	-5.550000E-1	29-Mar-19 5:15:39 PM	11.960000	11.127000
-5.907461E+0	-5.500000E-1	29-Mar-19 5:15:41 PM	11.960000	11.132000
-5.864962E+0	-5.450000E-1	29-Mar-19 5:15:43 PM	11.962000	11.381000
-5.823161E+0	-5.400000E-1	29-Mar-19 5:15:45 PM	11.978000	11.375000
-5.780974E+0	-5.350000E-1	29-Mar-19 5:15:47 PM	11.976000	11.376000
-5.738510E+0	-5.300000E-1	29-Mar-19 5:15:49 PM	11.976000	11.376000
-5.696500E+0	-5.250000E-1	29-Mar-19 5:15:51 PM	11.976000	11.374000
-5.654805E+0	-5.200000E-1	29-Mar-19 5:15:53 PM	11.975000	11.374000
