Voltage (mV)	current (mA)	time elapsed sec)	temp A (K)	temp B (K)
-9.023532E+0	-9.000000E-1	29-Mar-19 4:48:37 PM	9.958000	8.773000
-8.978724E+0	-8.950000E-1	29-Mar-19 4:48:39 PM	9.958000	8.774000
-8.933713E+0	-8.900000E-1	29-Mar-19 4:48:41 PM	9.958000	9.224000
-8.888405E+0	-8.850000E-1	29-Mar-19 4:48:43 PM	9.970000	9.222000
-8.842967E+0	-8.800000E-1	29-Mar-19 4:48:45 PM	9.970000	9.229000
-8.797616E+0	-8.750000E-1	29-Mar-19 4:48:47 PM	9.971000	9.231000
-8.752566E+0	-8.700000E-1	29-Mar-19 4:48:49 PM	9.974000	9.238000
-8.707544E+0	-8.650000E-1	29-Mar-19 4:48:51 PM	9.973000	9.236000
-8.662447E+0	-8.600000E-1	29-Mar-19 4:48:53 PM	9.972000	9.363000
-8.617288E+0	-8.550000E-1	29-Mar-19 4:48:55 PM	10.013000	9.368000
-8.572446E+0	-8.500000E-1	29-Mar-19 4:48:57 PM	10.012000	9.366000
-8.526757E+0	-8.450000E-1	29-Mar-19 4:48:59 PM	10.009000	9.361000
-8.481733E+0	-8.400000E-1	29-Mar-19 4:49:01 PM	10.007000	9.358000
-8.436952E+0	-8.350000E-1	29-Mar-19 4:49:03 PM	10.006000	9.356000
-8.391735E+0	-8.300000E-1	29-Mar-19 4:49:05 PM	10.045000	9.204000
-8.347230E+0	-8.250000E-1	29-Mar-19 4:49:07 PM	10.046000	9.205000
-8.302868E+0	-8.200000E-1	29-Mar-19 4:49:09 PM	10.045000	9.203000
-8.258056E+0	-8.150000E-1	29-Mar-19 4:49:11 PM	10.045000	9.200000
-8.213639E+0	-8.100000E-1	29-Mar-19 4:49:13 PM	10.045000	9.198000
-8.168722E+0	-8.050000E-1	29-Mar-19 4:49:15 PM	10.044000	9.195000
-8.124082E+0	-8.000000E-1	29-Mar-19 4:49:17 PM	10.063000	8.942000
-8.078891E+0	-7.950000E-1	29-Mar-19 4:49:19 PM	10.063000	8.938000
-8.034013E+0	-7.900000E-1	29-Mar-19 4:49:21 PM	10.061000	8.932000
-7.990264E+0	-7.850000E-1	29-Mar-19 4:49:23 PM	10.059000	8.927000
-7.946161E+0	-7.800000E-1	29-Mar-19 4:49:25 PM	10.058000	8.922000
-7.901648E+0	-7.750000E-1	29-Mar-19 4:49:27 PM	10.056000	8.919000
-7.857319E+0	-7.700000E-1	29-Mar-19 4:49:29 PM	10.054000	8.701000
-7.812968E+0	-7.650000E-1	29-Mar-19 4:49:31 PM	10.056000	8.704000
-7.769120E+0	-7.600000E-1	29-Mar-19 4:49:33 PM	10.057000	8.703000
-7.725126E+0	-7.550000E-1	29-Mar-19 4:49:35 PM	10.059000	8.707000
-7.681082E+0	-7.500000E-1	29-Mar-19 4:49:37 PM	10.059000	8.702000
-7.637222E+0	-7.450000E-1	29-Mar-19 4:49:39 PM	10.060000	8.699000
-7.593374E+0	-7.400000E-1	29-Mar-19 4:49:41 PM	10.039000	8.567000
-7.549637E+0	-7.350000E-1	29-Mar-19 4:49:43 PM	10.037000	8.567000
-7.506246E+0	-7.300000E-1	29-Mar-19 4:49:45 PM	10.036000	8.566000
-7.462318E+0	-7.250000E-1	29-Mar-19 4:49:47 PM	10.035000	8.564000
-7.418721E+0	-7.200000E-1	29-Mar-19 4:49:49 PM	10.036000	8.567000
-7.375335E+0	-7.150000E-1	29-Mar-19 4:49:51 PM	10.035000	8.561000
-7.332074E+0	-7.100000E-1	29-Mar-19 4:49:53 PM	10.034000	8.448000
-7.288967E+0	-7.050000E-1	29-Mar-19 4:49:55 PM	10.010000	8.449000
-7.245085E+0	-7.000000E-1	29-Mar-19 4:49:58 PM	10.012000	8.448000
-7.202201E+0	-6.950000E-1	29-Mar-19 4:50:00 PM	10.012000	8.446000
-7.158691E+0	-6.900000E-1	29-Mar-19 4:50:02 PM	10.012000	8.445000
-7.115372E+0	-6.850000E-1	29-Mar-19 4:50:04 PM	10.011000	8.442000
-7.071827E+0	-6.800000E-1	29-Mar-19 4:50:06 PM	10.010000	8.385000
