Voltage (mV)	current (mA)	time elapsed sec)	temp A (K)	temp B (K)
-1.835482E+0	-1.000000E-2	07-Apr-19 6:10:54 PM	3.924000	3.583000
-1.766714E+0	-9.000000E-3	07-Apr-19 6:10:56 PM	3.925000	3.584000
-1.685090E+0	-8.000000E-3	07-Apr-19 6:10:58 PM	3.926000	3.586000
-1.607904E+0	-7.000000E-3	07-Apr-19 6:11:00 PM	3.925000	3.583000
-1.499552E+0	-6.000000E-3	07-Apr-19 6:11:03 PM	3.926000	3.584000
-1.371373E+0	-5.000000E-3	07-Apr-19 6:11:05 PM	3.926000	3.593000
-1.211060E+0	-4.000000E-3	07-Apr-19 6:11:07 PM	3.919000	3.592000
-1.002152E+0	-3.000000E-3	07-Apr-19 6:11:09 PM	3.920000	3.591000
-7.808875E-1	-2.000000E-3	07-Apr-19 6:11:11 PM	3.921000	3.591000
-4.372612E-1	-1.000000E-3	07-Apr-19 6:11:13 PM	3.919000	3.585000
-2.356751E-2	-1.694066E-18	07-Apr-19 6:11:15 PM	3.919000	3.583000
2.985112E-1	1.000000E-3	07-Apr-19 6:11:17 PM	3.920000	3.584000
6.712612E-1	2.000000E-3	07-Apr-19 6:11:19 PM	3.920000	3.609000
9.695960E-1	3.000000E-3	07-Apr-19 6:11:21 PM	3.921000	3.607000
1.202356E+0	4.000000E-3	07-Apr-19 6:11:23 PM	3.920000	3.604000
1.385178E+0	5.000000E-3	07-Apr-19 6:11:25 PM	3.919000	3.603000
1.508918E+0	6.000000E-3	07-Apr-19 6:11:27 PM	3.919000	3.602000
1.628806E+0	7.000000E-3	07-Apr-19 6:11:29 PM	3.920000	3.600000
1.726620E+0	8.000000E-3	07-Apr-19 6:11:31 PM	3.920000	3.669000
1.808442E+0	9.000000E-3	07-Apr-19 6:11:33 PM	3.929000	3.660000
1.879945E+0	1.000000E-2	07-Apr-19 6:11:35 PM	3.927000	3.650000
1.932424E+0	1.100000E-2	07-Apr-19 6:11:37 PM	3.926000	3.640000
Voltage (mV)	current (mA)	time elapsed sec)	temp A (K)	temp B (K)
-3.024693E+0	-6.000000E-2	07-Apr-19 6:12:18 PM	4.106000	3.827000
-3.011483E+0	-5.900000E-2	07-Apr-19 6:12:20 PM	4.107000	3.832000
-2.998241E+0	-5.800000E-2	07-Apr-19 6:12:22 PM	4.107000	3.839000
-2.984514E+0	-5.700000E-2	07-Apr-19 6:12:24 PM	4.108000	3.845000
-2.971020E+0	-5.600000E-2	07-Apr-19 6:12:26 PM	4.107000	3.850000
-2.959325E+0	-5.500000E-2	07-Apr-19 6:12:28 PM	4.107000	3.750000
-2.945489E+0	-5.400000E-2	07-Apr-19 6:12:30 PM	4.095000	3.757000
-2.931636E+0	-5.300000E-2	07-Apr-19 6:12:32 PM	4.097000	3.764000
-2.916055E+0	-5.200000E-2	07-Apr-19 6:12:34 PM	4.099000	3.773000
-2.901435E+0	-5.100000E-2	07-Apr-19 6:12:36 PM	4.100000	3.779000
-2.889646E+0	-5.000000E-2	07-Apr-19 6:12:38 PM	4.102000	3.787000
-2.874214E+0	-4.900000E-2	07-Apr-19 6:12:40 PM	4.104000	3.674000
-2.859134E+0	-4.800000E-2	07-Apr-19 6:12:42 PM	4.067000	3.681000
-2.843552E+0	-4.700000E-2	07-Apr-19 6:12:44 PM	4.069000	3.688000
