Temp (K),Current mA,Im Voltage mV,Re Voltage mV,phase 9,Freq in Hz,Re M in nH,Im M in nH,Date/time
2.973000,0.468448,0.000600,30050000.000000,0.000000,87,117409757452286.484000,2343.408894,14-Feb-19 3:51:00 PM
2.997000,0.468448,0.000602,30050000.000000,0.000000,87,117409757452286.484000,2350.687909,14-Feb-19 3:51:01 PM
2.983000,0.468448,0.000602,30050000.000000,0.000000,87,117409757452286.484000,2350.687909,14-Feb-19 3:51:01 PM
2.984000,0.468448,0.000602,30050000.000000,0.000000,87,117409757452286.484000,2350.687909,14-Feb-19 3:51:02 PM
3.002000,0.468448,0.000602,30050000.000000,0.000000,87,117409757452286.484000,2350.687909,14-Feb-19 3:51:03 PM
2.975000,0.468448,0.000602,30050000.000000,0.000000,87,117409757452286.484000,2350.687909,14-Feb-19 3:51:03 PM
2.992000,0.468448,0.000602,30050000.000000,0.000000,87,117409757452286.484000,2350.687909,14-Feb-19 3:51:04 PM
2.993000,0.468448,0.000602,30050000.000000,0.000000,87,117409757452286.484000,2350.687909,14-Feb-19 3:51:05 PM
2.975000,0.468448,0.000602,30050000.000000,0.000000,87,117409757452286.484000,2350.687909,14-Feb-19 3:51:05 PM
3.000000,0.468448,0.000602,30050000.000000,0.000000,87,117409757452286.484000,2350.687909,14-Feb-19 3:51:06 PM
2.983000,0.468448,0.000602,30050000.000000,0.000000,87,117409757452286.484000,2350.687909,14-Feb-19 3:51:06 PM
2.988000,0.468448,0.000602,30050000.000000,0.000000,87,117409757452286.484000,2350.687909,14-Feb-19 3:51:07 PM
3.007000,0.468448,0.000602,30050000.000000,0.000000,87,117409757452286.484000,2350.687909,14-Feb-19 3:51:08 PM
2.977000,0.468448,0.000602,30050000.000000,0.000000,87,117409757452286.484000,2350.687909,14-Feb-19 3:51:08 PM
2.996000,0.468543,0.000602,30050000.000000,0.000000,87,117385951895575.672000,2350.211292,14-Feb-19 3:51:09 PM
2.994000,0.468543,0.000604,30050000.000000,0.000000,87,117385951895575.672000,2357.488830,14-Feb-19 3:51:10 PM
2.978000,0.468543,0.000605,30050000.000000,0.000000,87,117385951895575.672000,2364.762462,14-Feb-19 3:51:10 PM
3.006000,0.468543,0.000605,30050000.000000,0.000000,87,117385951895575.672000,2364.762462,14-Feb-19 3:51:11 PM
2.985000,0.468639,0.000604,30050000.000000,0.000000,87,117361905558454.828000,2357.005902,14-Feb-19 3:51:11 PM
2.991000,0.468639,0.000602,30050000.000000,0.000000,87,117361905558454.828000,2349.729855,14-Feb-19 3:51:12 PM
3.012000,0.468639,0.000602,30050000.000000,0.000000,87,117361905558454.828000,2349.729855,14-Feb-19 3:51:13 PM
2.979000,0.468639,0.000602,30050000.000000,0.000000,87,117361905558454.828000,2349.729855,14-Feb-19 3:51:13 PM
2.999000,0.468639,0.000602,30050000.000000,0.000000,87,117361905558454.828000,2349.729855,14-Feb-19 3:51:14 PM
2.995000,0.468639,0.000602,30050000.000000,0.000000,87,117361905558454.828000,2349.729855,14-Feb-19 3:51:15 PM
2.981000,0.468639,0.000602,30050000.000000,0.000000,87,117361905558454.828000,2349.729855,14-Feb-19 3:51:15 PM
3.012000,0.468639,0.000602,30050000.000000,0.000000,87,117361905558454.828000,2349.729855,14-Feb-19 3:51:16 PM
2.986000,0.468639,0.000602,30050000.000000,0.000000,87,117361905558454.828000,2349.729855,14-Feb-19 3:51:16 PM
2.995000,0.468639,0.000602,30050000.000000,0.000000,87,117361905558454.828000,2349.729855,14-Feb-19 3:51:17 PM
3.017000,0.468639,0.000602,30050000.000000,0.000000,87,117361905558454.828000,2349.729855,14-Feb-19 3:51:18 PM
2.982000,0.468734,0.000600,30050000.000000,0.000000,87,117338119400360.797000,2341.979054,14-Feb-19 3:51:18 PM
3.006000,0.468734,0.000602,30050000.000000,0.000000,87,117338119400360.797000,2349.253627,14-Feb-19 3:51:19 PM
2.997000,0.468734,0.000602,30050000.000000,0.000000,87,117338119400360.797000,2349.253627,14-Feb-19 3:51:20 PM
2.985000,0.468639,0.000602,30050000.000000,0.000000,87,117361905558454.828000,2349.729855,14-Feb-19 3:51:20 PM
3.019000,0.468734,0.000602,30050000.000000,0.000000,87,117338119400360.797000,2349.253627,14-Feb-19 3:51:21 PM
2.988000,0.468734,0.000602,30050000.000000,0.000000,87,117338119400360.797000,2349.253627,14-Feb-19 3:51:21 PM
2.999000,0.468734,0.000602,30050000.000000,0.000000,87,117338119400360.797000,2349.253627,14-Feb-19 3:51:22 PM
3.023000,0.468734,0.000604,30050000.000000,0.000000,87,117338119400360.797000,2356.528200,14-Feb-19 3:51:23 PM
2.985000,0.468734,0.000602,30050000.000000,0.000000,87,117338119400360.797000,2349.253627,14-Feb-19 3:51:23 PM
3.014000,0.468734,0.000602,30050000.000000,0.000000,87,117338119400360.797000,2349.253627,14-Feb-19 3:51:24 PM
2.998000,0.468639,0.000602,30050000.000000,0.000000,87,117361905558454.828000,2349.729855,14-Feb-19 3:51:25 PM
2.989000,0.468734,0.000604,30050000.000000,0.000000,87,117338119400360.797000,2356.528200,14-Feb-19 3:51:25 PM
3.025000,0.468734,0.000604,30050000.000000,0.000000,87,117338119400360.797000,2356.528200,14-Feb-19 3:51:26 PM
2.989000,0.468829,0.000604,30050000.000000,0.000000,87,117314342881964.859000,2356.050690,14-Feb-19 3:51:26 PM
3.005000,0.468829,0.000605,30050000.000000,0.000000,87,117314342881964.859000,2363.319885,14-Feb-19 3:51:27 PM
3.027000,0.468829,0.000604,30050000.000000,0.000000,87,117314342881964.859000,2356.050690,14-Feb-19 3:51:28 PM
2.987000,0.468829,0.000604,30050000.000000,0.000000,87,117314342881964.859000,2356.050690,14-Feb-19 3:51:28 PM
3.021000,0.468829,0.000602,30050000.000000,0.000000,87,117314342881964.859000,2348.777591,14-Feb-19 3:51:29 PM
2.999000,0.468829,0.000602,30050000.000000,0.000000,87,117314342881964.859000,2348.777591,14-Feb-19 3:51:30 PM
2.993000,0.468829,0.000602,30050000.000000,0.000000,87,117314342881964.859000,2348.777591,14-Feb-19 3:51:30 PM
3.033000,0.468829,0.000602,30050000.000000,0.000000,87,117314342881964.859000,2348.777591,14-Feb-19 3:51:31 PM
2.992000,0.468829,0.000602,30050000.000000,0.000000,87,117314342881964.859000,2348.777591,14-Feb-19 3:51:31 PM
3.015000,0.468829,0.000602,30050000.000000,0.000000,87,117314342881964.859000,2348.777591,14-Feb-19 3:51:32 PM
3.034000,0.468925,0.000602,30050000.000000,0.000000,87,117290325870893.469000,2348.296741,14-Feb-19 3:51:33 PM
2.992000,0.468925,0.000602,30050000.000000,0.000000,87,117290325870893.469000,2348.296741,14-Feb-19 3:51:33 PM
3.031000,0.468925,0.000602,30050000.000000,0.000000,87,117290325870893.469000,2348.296741,14-Feb-19 3:51:34 PM
3.004000,0.468925,0.000602,30050000.000000,0.000000,87,117290325870893.469000,2348.296741,14-Feb-19 3:51:35 PM
2.998000,0.468925,0.000602,30050000.000000,0.000000,87,117290325870893.469000,2348.296741,14-Feb-19 3:51:35 PM
3.041000,0.468925,0.000602,30050000.000000,0.000000,87,117290325870893.469000,2348.296741,14-Feb-19 3:51:36 PM
2.996000,0.468925,0.000604,30050000.000000,0.000000,87,117290325870893.469000,2355.568351,14-Feb-19 3:51:36 PM
3.025000,0.468925,0.000605,30050000.000000,0.000000,87,117290325870893.469000,2362.836058,14-Feb-19 3:51:37 PM
3.041000,0.468925,0.000604,30050000.000000,0.000000,87,117290325870893.469000,2355.568351,14-Feb-19 3:51:38 PM
2.997000,0.468925,0.000604,30050000.000000,0.000000,87,117290325870893.469000,2355.568351,14-Feb-19 3:51:38 PM
3.041000,0.468829,0.000602,30050000.000000,0.000000,87,117314342881964.859000,2348.777591,14-Feb-19 3:51:39 PM
