Temp (K),Current mA,Im Voltage mV,Re Voltage mV,phase 9,Freq in Hz,Re M in nH,Im M in nH,Date/time
3.445000,0.509933,-0.000697,0.000019,0.000000,87,66.856182,-2500.414617,14-Feb-19 3:23:14 PM
3.469000,0.509933,-0.000697,30050000.000000,0.000000,87,107858024601288.234000,-2500.414617,14-Feb-19 3:23:15 PM
3.471000,0.510028,-0.000693,30050000.000000,0.000000,87,107837934503612.969000,-2486.581282,14-Feb-19 3:23:15 PM
3.428000,0.509933,-0.000693,30050000.000000,-0.000000,87,107858024601288.234000,-2487.044529,14-Feb-19 3:23:16 PM
3.443000,0.510028,-0.000695,30050000.000000,-0.000000,87,107837934503612.969000,-2493.263286,14-Feb-19 3:23:17 PM
3.460000,0.509933,-0.000697,30050000.000000,-0.000000,87,107858024601288.234000,-2500.414617,14-Feb-19 3:23:17 PM
3.421000,0.509933,-0.000697,30050000.000000,-0.000000,87,107858024601288.234000,-2500.414617,14-Feb-19 3:23:18 PM
3.417000,0.510028,-0.000695,30050000.000000,-0.000000,87,107837934503612.969000,-2493.263286,14-Feb-19 3:23:19 PM
3.442000,0.509933,-0.000693,30050000.000000,-0.000000,87,107858024601288.234000,-2487.044529,14-Feb-19 3:23:20 PM
3.419000,0.510028,-0.000695,30050000.000000,-0.000000,87,107837934503612.969000,-2493.263286,14-Feb-19 3:23:20 PM
3.396000,0.510028,-0.000697,30050000.000000,-0.000000,87,107837934503612.969000,-2499.948879,14-Feb-19 3:23:21 PM
3.418000,0.510028,-0.000695,30050000.000000,-0.000000,87,107837934503612.969000,-2493.263286,14-Feb-19 3:23:22 PM
3.416000,0.509933,-0.000693,30050000.000000,-0.000000,87,107858024601288.234000,-2487.044529,14-Feb-19 3:23:22 PM
3.387000,0.510028,-0.000693,30050000.000000,0.000000,87,107837934503612.969000,-2486.581282,14-Feb-19 3:23:23 PM
3.396000,0.510028,-0.000691,30050000.000000,0.000000,87,107837934503612.969000,-2479.895689,14-Feb-19 3:23:24 PM
3.407000,0.510028,-0.000689,30050000.000000,-0.000000,87,107837934503612.969000,-2473.210096,14-Feb-19 3:23:24 PM
3.382000,0.510028,-0.000689,30050000.000000,-0.000000,87,107837934503612.969000,-2473.210096,14-Feb-19 3:23:25 PM
3.383000,0.510028,-0.000687,30050000.000000,-0.000000,87,107837934503612.969000,-2466.528091,14-Feb-19 3:23:26 PM
3.395000,0.510028,-0.000685,30050000.000000,-0.000000,87,107837934503612.969000,-2459.842498,14-Feb-19 3:23:27 PM
3.381000,0.509933,-0.000685,30050000.000000,-0.000000,87,107858024601288.234000,-2460.300764,14-Feb-19 3:23:27 PM
3.370000,0.509933,-0.000685,30050000.000000,-0.000000,87,107858024601288.234000,-2460.300764,14-Feb-19 3:23:28 PM
3.383000,0.509933,-0.000685,30050000.000000,-0.000000,87,107858024601288.234000,-2460.300764,14-Feb-19 3:23:29 PM
3.380000,0.509933,-0.000685,30050000.000000,-0.000000,87,107858024601288.234000,-2460.300764,14-Feb-19 3:23:29 PM
3.360000,0.509933,-0.000684,30050000.000000,-0.000000,87,107858024601288.234000,-2453.613926,14-Feb-19 3:23:30 PM
3.371000,0.509933,-0.000684,30050000.000000,-0.000000,87,107858024601288.234000,-2453.613926,14-Feb-19 3:23:31 PM
3.377000,0.509933,-0.000684,30050000.000000,-0.000000,87,107858024601288.234000,-2453.613926,14-Feb-19 3:23:31 PM
3.355000,0.509933,-0.000682,30050000.000000,-0.000000,87,107858024601288.234000,-2446.930676,14-Feb-19 3:23:32 PM
