Temp (K),Current mA,Im Voltage mV,Re Voltage mV,phase 9,Freq in Hz,Re M in nH,Im M in nH,Date/time
3.284000,0.508216,-0.000002,-0.000630,87.880000,30050,-6.564431,-0.019421,14-Feb-19 3:02:01 PM
3.264000,0.508216,-0.000004,-0.000631,87.880000,30050,-6.583846,-0.038843,14-Feb-19 3:02:01 PM
3.263000,0.508216,-0.000004,-0.000631,87.880000,30050,-6.583846,-0.038843,14-Feb-19 3:02:02 PM
3.253000,0.508216,-0.000004,-0.000630,87.880000,30050,-6.564431,-0.038843,14-Feb-19 3:02:03 PM
3.229000,0.508216,-0.000004,-0.000628,87.880000,30050,-6.545006,-0.038843,14-Feb-19 3:02:04 PM
3.210000,0.508216,-0.000002,-0.000630,87.880000,30050,-6.564431,-0.019421,14-Feb-19 3:02:04 PM
3.221000,0.508216,-0.000004,-0.000630,87.880000,30050,-6.564431,-0.038843,14-Feb-19 3:02:05 PM
3.227000,0.508216,-0.000006,-0.000630,87.880000,30050,-6.564431,-0.058264,14-Feb-19 3:02:06 PM
3.219000,0.508216,-0.000006,-0.000628,87.880000,30050,-6.545006,-0.058264,14-Feb-19 3:02:07 PM
3.188000,0.508216,-0.000006,-0.000630,87.880000,30050,-6.564431,-0.058264,14-Feb-19 3:02:07 PM
3.198000,0.508216,-0.000004,-0.000628,87.880000,30050,-6.545006,-0.038843,14-Feb-19 3:02:08 PM
3.209000,0.508216,-0.000006,-0.000628,87.880000,30050,-6.545006,-0.058264,14-Feb-19 3:02:09 PM
3.212000,0.508216,-0.000006,-0.000630,87.880000,30050,-6.564431,-0.058264,14-Feb-19 3:02:10 PM
3.174000,0.508216,-0.000006,-0.000631,87.880000,30050,-6.583846,-0.058264,14-Feb-19 3:02:11 PM
3.166000,0.508216,-0.000006,-0.000630,87.880000,30050,-6.564431,-0.058264,14-Feb-19 3:02:11 PM
3.185000,0.508216,-0.000004,-0.000631,87.880000,30050,-6.583846,-0.038843,14-Feb-19 3:02:12 PM
3.202000,0.508216,-0.000002,-0.000631,87.880000,30050,-6.583846,-0.019421,14-Feb-19 3:02:13 PM
3.176000,0.508216,-0.000002,-0.000631,87.880000,30050,-6.583846,-0.019421,14-Feb-19 3:02:14 PM
3.146000,0.508216,0.000000,-0.000631,87.880000,30050,-6.583846,0.000000,14-Feb-19 3:02:14 PM
3.158000,0.508216,0.000000,-0.000631,87.880000,30050,-6.583846,0.000000,14-Feb-19 3:02:15 PM
3.192000,0.508216,0.000000,-0.000633,87.880000,30050,-6.603271,0.000000,14-Feb-19 3:02:16 PM
3.182000,0.508216,-0.000002,-0.000633,87.880000,30050,-6.603271,-0.019421,14-Feb-19 3:02:17 PM
3.143000,0.508216,-0.000002,-0.000631,87.880000,30050,-6.583846,-0.019421,14-Feb-19 3:02:18 PM
3.147000,0.508216,-0.000004,-0.000631,87.880000,30050,-6.583846,-0.038843,14-Feb-19 3:02:18 PM
3.171000,0.508216,-0.000006,-0.000631,87.880000,30050,-6.583846,-0.058264,14-Feb-19 3:02:19 PM
3.182000,0.508216,-0.000006,-0.000631,87.880000,30050,-6.583846,-0.058264,14-Feb-19 3:02:20 PM
3.154000,0.508216,-0.000004,-0.000631,87.880000,30050,-6.583846,-0.038843,14-Feb-19 3:02:21 PM
3.129000,0.508216,-0.000004,-0.000631,87.880000,30050,-6.583846,-0.038843,14-Feb-19 3:02:21 PM
3.151000,0.508216,-0.000004,-0.000631,87.880000,30050,-6.583846,-0.038843,14-Feb-19 3:02:22 PM
3.174000,0.508216,-0.000004,-0.000630,87.880000,30050,-6.564431,-0.038843,14-Feb-19 3:02:23 PM
3.151000,0.508216,-0.000002,-0.000628,87.880000,30050,-6.545006,-0.019421,14-Feb-19 3:02:24 PM
3.122000,0.508216,-0.000004,-0.000626,87.880000,30050,-6.525581,-0.038843,14-Feb-19 3:02:24 PM
3.135000,0.508216,-0.000004,-0.000624,87.880000,30050,-6.506167,-0.038843,14-Feb-19 3:02:25 PM
3.161000,0.508216,-0.000004,-0.000626,87.880000,30050,-6.525581,-0.038843,14-Feb-19 3:02:26 PM
3.167000,0.508216,-0.000002,-0.000624,87.880000,30050,-6.506167,-0.019421,14-Feb-19 3:02:27 PM
3.132000,0.508216,-0.000002,-0.000628,87.880000,30050,-6.545006,-0.019421,14-Feb-19 3:02:28 PM
3.124000,0.508216,0.000000,-0.000631,87.880000,30050,-6.583846,0.000000,14-Feb-19 3:02:28 PM
3.148000,0.508216,0.000000,-0.000630,87.880000,30050,-6.564431,0.000000,14-Feb-19 3:02:29 PM
3.176000,0.508216,-0.000002,-0.000630,87.880000,30050,-6.564431,-0.019421,14-Feb-19 3:02:30 PM
3.152000,0.508216,-0.000004,-0.000631,87.880000,30050,-6.583846,-0.038843,14-Feb-19 3:02:31 PM
3.124000,0.508216,-0.000006,-0.000631,87.880000,30050,-6.583846,-0.058264,14-Feb-19 3:02:31 PM
3.150000,0.508216,-0.000006,-0.000631,87.880000,30050,-6.583846,-0.058264,14-Feb-19 3:02:32 PM
3.176000,0.508216,-0.000002,-0.000631,87.880000,30050,-6.583846,-0.019421,14-Feb-19 3:02:33 PM
3.173000,0.508216,0.000000,-0.000631,87.880000,30050,-6.583846,0.000000,14-Feb-19 3:02:34 PM
3.129000,0.508216,-0.000002,-0.000631,87.880000,30050,-6.583846,-0.019421,14-Feb-19 3:02:34 PM
3.142000,0.508216,-0.000002,-0.000631,87.880000,30050,-6.583846,-0.019421,14-Feb-19 3:02:35 PM
3.169000,0.508216,-0.000002,-0.000631,87.880000,30050,-6.583846,-0.019421,14-Feb-19 3:02:36 PM
3.178000,0.508216,-0.000004,-0.000631,87.880000,30050,-6.583846,-0.038843,14-Feb-19 3:02:37 PM
3.145000,0.508216,-0.000006,-0.000631,87.880000,30050,-6.583846,-0.058264,14-Feb-19 3:02:38 PM
3.137000,0.508216,-0.000004,-0.000631,87.880000,30050,-6.583846,-0.038843,14-Feb-19 3:02:38 PM
3.162000,0.508216,-0.000002,-0.000630,87.880000,30050,-6.564431,-0.019421,14-Feb-19 3:02:39 PM
3.192000,0.508216,-0.000002,-0.000630,87.880000,30050,-6.564431,-0.019421,14-Feb-19 3:02:40 PM
3.171000,0.508216,-0.000002,-0.000630,87.880000,30050,-6.564431,-0.019421,14-Feb-19 3:02:41 PM
3.144000,0.508216,-0.000004,-0.000630,87.880000,30050,-6.564431,-0.038843,14-Feb-19 3:02:41 PM
3.170000,0.508216,-0.000004,-0.000631,87.880000,30050,-6.583846,-0.038843,14-Feb-19 3:02:42 PM
3.197000,0.508216,-0.000004,-0.000631,87.880000,30050,-6.583846,-0.038843,14-Feb-19 3:02:43 PM
3.197000,0.508216,-0.000006,-0.000630,87.880000,30050,-6.564431,-0.058264,14-Feb-19 3:02:44 PM
3.165000,0.508216,-0.000006,-0.000630,87.880000,30050,-6.564431,-0.058264,14-Feb-19 3:02:45 PM
3.167000,0.508216,-0.000004,-0.000630,87.880000,30050,-6.564431,-0.038843,14-Feb-19 3:02:45 PM
3.195000,0.508216,-0.000004,-0.000628,87.880000,30050,-6.545006,-0.038843,14-Feb-19 3:02:46 PM
3.207000,0.508216,-0.000002,-0.000628,87.880000,30050,-6.545006,-0.019421,14-Feb-19 3:02:47 PM
3.196000,0.508216,-0.000004,-0.000626,87.880000,30050,-6.525581,-0.038843,14-Feb-19 3:02:48 PM
3.168000,0.508216,-0.000006,-0.000626,87.880000,30050,-6.525581,-0.058264,14-Feb-19 3:02:48 PM
